***mlp_l5_iter_test Benchmarking***
Usage ./run_gpu_mlp_l5_iter_test.sh <typeofgpu> --> e.g: ./run_gpu_mlp_l5_iter_test.sh geforce_gtx_maxwell
**batch size 1**
****GPU Data (iter,time)****	
1 106.53805732727 ms	
2 0.10108947753906 ms	
3 0.09608268737793 ms	
4 0.097036361694336 ms	
5 0.094890594482422 ms	
6 0.11110305786133 ms	
7 0.10204315185547 ms	
8 0.10800361633301 ms	
9 0.097990036010742 ms	
10 0.09608268737793 ms	
11 0.095129013061523 ms	
12 0.09608268737793 ms	
13 0.09608268737793 ms	
14 0.095844268798828 ms	
15 0.095844268798828 ms	
16 0.097036361694336 ms	
17 0.09608268737793 ms	
18 0.093936920166016 ms	
19 0.09608268737793 ms	
20 0.097036361694336 ms	
21 0.09608268737793 ms	
22 0.09608268737793 ms	
23 0.11301040649414 ms	
24 0.093936920166016 ms	
25 0.097036361694336 ms	
26 0.095844268798828 ms	
27 0.095129013061523 ms	
28 0.1060962677002 ms	
29 0.10395050048828 ms	
30 0.093936920166016 ms	
31 0.09608268737793 ms	
32 0.097990036010742 ms	
33 0.09608268737793 ms	
34 0.095844268798828 ms	
35 0.095129013061523 ms	
36 0.09608268737793 ms	
37 0.099897384643555 ms	
38 0.095129013061523 ms	
39 0.094890594482422 ms	
40 0.095129013061523 ms	
41 0.094890594482422 ms	
42 0.095129013061523 ms	
43 0.092983245849609 ms	
44 0.097036361694336 ms	
45 0.094890594482422 ms	
46 0.094890594482422 ms	
47 0.097036361694336 ms	
48 0.094890594482422 ms	
49 0.092029571533203 ms	
50 0.093936920166016 ms	
51 0.094175338745117 ms	
52 0.094890594482422 ms	
53 0.09608268737793 ms	
54 0.092983245849609 ms	
55 0.092029571533203 ms	
56 0.093936920166016 ms	
57 0.092983245849609 ms	
58 0.093936920166016 ms	
59 0.095129013061523 ms	
60 0.092983245849609 ms	
61 0.092983245849609 ms	
62 0.093936920166016 ms	
63 0.092983245849609 ms	
64 0.092983245849609 ms	
65 0.095129013061523 ms	
66 0.092983245849609 ms	
67 0.092983245849609 ms	
68 0.093936920166016 ms	
69 0.092983245849609 ms	
70 0.093936920166016 ms	
71 0.092983245849609 ms	
72 0.095129013061523 ms	
73 0.092029571533203 ms	
74 0.095129013061523 ms	
75 0.093936920166016 ms	
76 0.093936920166016 ms	
77 0.097036361694336 ms	
78 0.38790702819824 ms	
79 0.094890594482422 ms	
80 0.094890594482422 ms	
81 0.093936920166016 ms	
82 0.09608268737793 ms	
83 0.096797943115234 ms	
84 0.097036361694336 ms	
85 0.097036361694336 ms	
86 0.095844268798828 ms	
87 0.34499168395996 ms	
88 0.66781044006348 ms	
89 0.67806243896484 ms	
90 0.66995620727539 ms	
91 0.66590309143066 ms	
92 0.67591667175293 ms	
93 0.67305564880371 ms	
94 0.67901611328125 ms	
95 0.6718635559082 ms	
96 0.67782402038574 ms	
97 0.71597099304199 ms	
98 0.64587593078613 ms	
99 0.67400932312012 ms	
100 0.68378448486328 ms	
101 0.67591667175293 ms	
102 0.66995620727539 ms	
103 0.68092346191406 ms	
104 0.68497657775879 ms	
105 0.67305564880371 ms	
106 0.67710876464844 ms	
107 0.6709098815918 ms	
108 0.6721019744873 ms	
109 0.67400932312012 ms	
110 0.67591667175293 ms	
111 0.66781044006348 ms	
112 0.66399574279785 ms	
113 0.6721019744873 ms	
114 0.67400932312012 ms	
115 0.67687034606934 ms	
116 0.6711483001709 ms	
117 0.6709098815918 ms	
118 0.67019462585449 ms	
119 0.67400932312012 ms	
120 0.67281723022461 ms	
121 0.67782402038574 ms	
122 0.6721019744873 ms	
123 0.67305564880371 ms	
124 0.67400932312012 ms	
125 0.6718635559082 ms	
126 0.67305564880371 ms	
127 0.6721019744873 ms	
128 0.6718635559082 ms	
129 0.66900253295898 ms	
130 0.67400932312012 ms	
131 0.67496299743652 ms	
132 0.87189674377441 ms	
133 0.47802925109863 ms	
134 0.67901611328125 ms	
135 0.67591667175293 ms	
136 0.68092346191406 ms	
137 0.66995620727539 ms	
138 0.67496299743652 ms	
139 0.66900253295898 ms	
140 0.6721019744873 ms	
141 0.66900253295898 ms	
142 0.65112113952637 ms	
143 0.67901611328125 ms	
144 0.66995620727539 ms	
145 0.74982643127441 ms	
146 0.58197975158691 ms	
147 0.66494941711426 ms	
148 0.67496299743652 ms	
149 0.67877769470215 ms	
150 0.68092346191406 ms	
**batch size 16**
****GPU Data (iter,time)****	
1 112.61415481567 ms	
2 0.13184547424316 ms	
3 0.10013580322266 ms	
4 0.10204315185547 ms	
5 0.09918212890625 ms	
6 0.097036361694336 ms	
7 0.097990036010742 ms	
8 0.37884712219238 ms	
9 0.10299682617188 ms	
10 0.099897384643555 ms	
11 0.10108947753906 ms	
12 0.097036361694336 ms	
13 0.097990036010742 ms	
14 0.097990036010742 ms	
15 0.097990036010742 ms	
16 0.095844268798828 ms	
17 0.11587142944336 ms	
18 0.1060962677002 ms	
19 0.097036361694336 ms	
20 0.094175338745117 ms	
21 0.094890594482422 ms	
22 0.094890594482422 ms	
23 0.1070499420166 ms	
24 0.094175338745117 ms	
25 0.094890594482422 ms	
26 0.095129013061523 ms	
27 0.093936920166016 ms	
28 0.09608268737793 ms	
29 0.10585784912109 ms	
30 0.095844268798828 ms	
31 0.095129013061523 ms	
32 0.093936920166016 ms	
33 0.094175338745117 ms	
34 0.094890594482422 ms	
35 0.094175338745117 ms	
36 0.097990036010742 ms	
37 0.095844268798828 ms	
38 0.094175338745117 ms	
39 0.093936920166016 ms	
40 0.10514259338379 ms	
41 0.094890594482422 ms	
42 0.09608268737793 ms	
43 0.10204315185547 ms	
44 0.094175338745117 ms	
45 0.093936920166016 ms	
46 0.097990036010742 ms	
47 0.10800361633301 ms	
48 0.094890594482422 ms	
49 0.097036361694336 ms	
50 0.095129013061523 ms	
51 0.094175338745117 ms	
52 0.094890594482422 ms	
53 0.095844268798828 ms	
54 0.095129013061523 ms	
55 0.09608268737793 ms	
56 0.09608268737793 ms	
57 0.094890594482422 ms	
58 0.093936920166016 ms	
59 0.09608268737793 ms	
60 0.094175338745117 ms	
61 0.097036361694336 ms	
62 0.095129013061523 ms	
63 0.093936920166016 ms	
64 0.095129013061523 ms	
65 0.097990036010742 ms	
66 0.094890594482422 ms	
67 0.095129013061523 ms	
68 0.097036361694336 ms	
69 0.094890594482422 ms	
70 0.095129013061523 ms	
71 0.094890594482422 ms	
72 0.095129013061523 ms	
73 0.095844268798828 ms	
74 0.097990036010742 ms	
75 0.094890594482422 ms	
76 0.09608268737793 ms	
77 0.094890594482422 ms	
78 0.09608268737793 ms	
79 0.09608268737793 ms	
80 0.097036361694336 ms	
81 0.097990036010742 ms	
82 0.099897384643555 ms	
83 0.097990036010742 ms	
84 0.097990036010742 ms	
85 0.098943710327148 ms	
86 0.75793266296387 ms	
87 0.75697898864746 ms	
88 0.75697898864746 ms	
89 0.75697898864746 ms	
90 0.96678733825684 ms	
91 0.53882598876953 ms	
92 0.76508522033691 ms	
93 0.76699256896973 ms	
94 0.76007843017578 ms	
95 0.76413154602051 ms	
96 0.76699256896973 ms	
97 0.77104568481445 ms	
98 0.762939453125 ms	
99 0.76603889465332 ms	
100 0.76603889465332 ms	
101 0.75602531433105 ms	
102 0.76389312744141 ms	
103 0.76818466186523 ms	
104 0.76985359191895 ms	
105 0.75602531433105 ms	
106 0.76413154602051 ms	
107 0.75793266296387 ms	
