***mlp_l4_iter_test Benchmarking***
Usage ./run_gpu_mlp_l4_iter_test.sh <typeofgpu> --> e.g: ./run_gpu_mlp_l4_iter_test.sh geforce_gtx_maxwell
**batch size 1**
[?1034h****GPU Data****	
0.13208389282227 ms	
0.1380443572998 ms	
0.16021728515625 ms	
0.16403198242188 ms	
0.13303756713867 ms	
0.13899803161621 ms	
0.13899803161621 ms	
0.1518726348877 ms	
0.1220703125 ms	
0.12898445129395 ms	
0.13089179992676 ms	
0.1378059387207 ms	
0.12707710266113 ms	
0.13303756713867 ms	
0.13017654418945 ms	
0.12803077697754 ms	
0.12612342834473 ms	
0.11992454528809 ms	
0.12803077697754 ms	
0.12707710266113 ms	
0.12898445129395 ms	
0.12898445129395 ms	
0.1370906829834 ms	
0.13399124145508 ms	
0.1220703125 ms	
0.16593933105469 ms	
0.14495849609375 ms	
0.13399124145508 ms	
0.12397766113281 ms	
0.13303756713867 ms	
0.14781951904297 ms	
0.12993812561035 ms	
0.12898445129395 ms	
0.13995170593262 ms	
0.13303756713867 ms	
0.13589859008789 ms	
0.12707710266113 ms	
0.14114379882812 ms	
0.14090538024902 ms	
0.15687942504883 ms	
0.14400482177734 ms	
0.12707710266113 ms	
0.12898445129395 ms	
0.14019012451172 ms	
0.13208389282227 ms	
0.14090538024902 ms	
0.13303756713867 ms	
0.13995170593262 ms	
0.14305114746094 ms	
0.14305114746094 ms	
0.14209747314453 ms	
0.14305114746094 ms	
0.14591217041016 ms	
0.14400482177734 ms	
0.14495849609375 ms	
0.13494491577148 ms	
0.13995170593262 ms	
0.12898445129395 ms	
0.13899803161621 ms	
0.1530647277832 ms	
0.1370906829834 ms	
0.13089179992676 ms	
0.13399124145508 ms	
0.13589859008789 ms	
0.14305114746094 ms	
0.13113021850586 ms	
0.1380443572998 ms	
0.14996528625488 ms	
0.12707710266113 ms	
0.12803077697754 ms	
0.14495849609375 ms	
0.12683868408203 ms	
0.13518333435059 ms	
0.14591217041016 ms	
0.12898445129395 ms	
0.13613700866699 ms	
0.1380443572998 ms	
0.12898445129395 ms	
0.1380443572998 ms	
0.13589859008789 ms	
**batch size 64**
[?1034h****GPU Data****	
133.19611549377 ms	
0.14805793762207 ms	
0.13613700866699 ms	
0.15497207641602 ms	
0.14305114746094 ms	
0.1370906829834 ms	
0.13899803161621 ms	
0.18596649169922 ms	
0.14185905456543 ms	
0.16593933105469 ms	
0.13995170593262 ms	
0.12803077697754 ms	
0.13089179992676 ms	
0.17809867858887 ms	
0.14901161193848 ms	
0.12421607971191 ms	
0.12898445129395 ms	
0.12898445129395 ms	
0.14400482177734 ms	
0.13208389282227 ms	
0.13995170593262 ms	
0.1378059387207 ms	
0.12302398681641 ms	
0.13303756713867 ms	
0.12683868408203 ms	
0.12516975402832 ms	
0.1218318939209 ms	
0.1368522644043 ms	
0.14400482177734 ms	
0.13303756713867 ms	
0.12898445129395 ms	
0.13089179992676 ms	
0.12707710266113 ms	
0.1220703125 ms	
0.1530647277832 ms	
0.11992454528809 ms	
0.13089179992676 ms	
0.12803077697754 ms	
0.13518333435059 ms	
0.12993812561035 ms	
0.12612342834473 ms	
0.13494491577148 ms	
0.12612342834473 ms	
0.12302398681641 ms	
0.12087821960449 ms	
0.12111663818359 ms	
0.14114379882812 ms	
0.14090538024902 ms	
0.12803077697754 ms	
0.13494491577148 ms	
0.14495849609375 ms	
0.12707710266113 ms	
0.14710426330566 ms	
0.13899803161621 ms	
0.13089179992676 ms	
0.13017654418945 ms	
0.1378059387207 ms	
0.12087821960449 ms	
0.13995170593262 ms	
0.13303756713867 ms	
0.13399124145508 ms	
0.1380443572998 ms	
0.1368522644043 ms	
0.12779235839844 ms	
0.13399124145508 ms	
0.1370906829834 ms	
0.13589859008789 ms	
0.12397766113281 ms	
0.14615058898926 ms	
0.13613700866699 ms	
0.1370906829834 ms	
0.13494491577148 ms	
0.12397766113281 ms	
0.12803077697754 ms	
0.14090538024902 ms	
0.14901161193848 ms	
0.13995170593262 ms	
0.12803077697754 ms	
0.16093254089355 ms	
0.14114379882812 ms	
0.13208389282227 ms	
0.13494491577148 ms	
0.14090538024902 ms	
0.12397766113281 ms	
0.14996528625488 ms	
0.14901161193848 ms	
0.12516975402832 ms	
0.14901161193848 ms	
0.14591217041016 ms	
0.1380443572998 ms	
0.1370906829834 ms	
0.12803077697754 ms	
0.14090538024902 ms	
0.12707710266113 ms	
0.14090538024902 ms	
0.13589859008789 ms	
0.14901161193848 ms	
0.12993812561035 ms	
0.1370906829834 ms	
0.13494491577148 ms	
**batch size 128**
[?1034h****GPU Data****	
126.05309486389 ms	
0.1380443572998 ms	
0.12993812561035 ms	
0.13613700866699 ms	
0.12993812561035 ms	
0.15687942504883 ms	
0.13399124145508 ms	
0.12683868408203 ms	
0.12803077697754 ms	
0.16617774963379 ms	
0.13208389282227 ms	
0.15592575073242 ms	
0.13184547424316 ms	
0.12493133544922 ms	
0.12493133544922 ms	
0.14305114746094 ms	
0.16403198242188 ms	
0.14591217041016 ms	
0.16188621520996 ms	
0.12683868408203 ms	
0.12898445129395 ms	
0.12588500976562 ms	
0.15091896057129 ms	
0.12707710266113 ms	
0.12516975402832 ms	
0.12993812561035 ms	
0.12612342834473 ms	
0.12707710266113 ms	
0.12421607971191 ms	
0.12803077697754 ms	
0.12898445129395 ms	
0.12493133544922 ms	
0.14710426330566 ms	
0.12493133544922 ms	
0.12302398681641 ms	
0.12707710266113 ms	
0.15091896057129 ms	
0.12803077697754 ms	
0.12087821960449 ms	
0.12898445129395 ms	
0.12588500976562 ms	
0.12779235839844 ms	
0.12493133544922 ms	
0.12779235839844 ms	
0.14710426330566 ms	
0.12397766113281 ms	
0.12302398681641 ms	
0.13208389282227 ms	
0.12898445129395 ms	
0.12707710266113 ms	
0.13017654418945 ms	
0.12898445129395 ms	
0.12803077697754 ms	
0.12683868408203 ms	
0.12612342834473 ms	
0.13494491577148 ms	
0.12588500976562 ms	
0.12397766113281 ms	
1.3809204101562 ms	
0.12898445129395 ms	
0.12898445129395 ms	
0.12516975402832 ms	
0.12588500976562 ms	
0.13613700866699 ms	
0.12493133544922 ms	
0.13184547424316 ms	
0.1380443572998 ms	
0.12588500976562 ms	
0.13303756713867 ms	
0.12707710266113 ms	
0.13399124145508 ms	
0.13399124145508 ms	
0.12683868408203 ms	
0.14019012451172 ms	
0.14019012451172 ms	
0.12803077697754 ms	
0.13589859008789 ms	
0.13399124145508 ms	
0.12993812561035 ms	
0.13589859008789 ms	
0.12707710266113 ms	
0.12803077697754 ms	
0.14305114746094 ms	
0.12898445129395 ms	
0.1380443572998 ms	
0.13184547424316 ms	
0.12683868408203 ms	
0.13613700866699 ms	
0.13089179992676 ms	
0.12993812561035 ms	
0.14686584472656 ms	
0.13113021850586 ms	
0.14305114746094 ms	
0.13494491577148 ms	
0.12993812561035 ms	
0.13899803161621 ms	
0.13303756713867 ms	
0.1370906829834 ms	
0.14615058898926 ms	
0.13518333435059 ms	
**batch size 256**
[?1034h****GPU Data****	
125.98395347595 ms	
0.13494491577148 ms	
0.12397766113281 ms	
0.12302398681641 ms	
0.12493133544922 ms	
0.12493133544922 ms	
0.17499923706055 ms	
0.12993812561035 ms	
0.12397766113281 ms	
0.12588500976562 ms	
0.1220703125 ms	
0.1220703125 ms	
0.12493133544922 ms	
0.12397766113281 ms	
0.12898445129395 ms	
0.12493133544922 ms	
0.12302398681641 ms	
0.12493133544922 ms	
0.16880035400391 ms	
0.11992454528809 ms	
0.14781951904297 ms	
0.12803077697754 ms	
0.1220703125 ms	
0.11801719665527 ms	
0.11992454528809 ms	
0.1370906829834 ms	
0.12397766113281 ms	
0.13995170593262 ms	
0.12803077697754 ms	
0.12087821960449 ms	
0.12087821960449 ms	
0.11610984802246 ms	
0.12421607971191 ms	
0.11801719665527 ms	
0.11897087097168 ms	
0.13995170593262 ms	
0.15902519226074 ms	
0.11897087097168 ms	
0.11992454528809 ms	
0.12397766113281 ms	
0.12397766113281 ms	
0.12302398681641 ms	
0.12803077697754 ms	
0.11920928955078 ms	
0.12516975402832 ms	
0.12111663818359 ms	
0.13613700866699 ms	
0.12397766113281 ms	
0.1220703125 ms	
0.12898445129395 ms	
0.13613700866699 ms	
0.12898445129395 ms	
0.12588500976562 ms	
0.12087821960449 ms	
0.12016296386719 ms	
0.12898445129395 ms	
0.13113021850586 ms	
0.11897087097168 ms	
0.12898445129395 ms	
0.12302398681641 ms	
0.12803077697754 ms	
0.12612342834473 ms	
0.12516975402832 ms	
0.13589859008789 ms	
0.12111663818359 ms	
0.12302398681641 ms	
0.12683868408203 ms	
0.12516975402832 ms	
0.12898445129395 ms	
0.12612342834473 ms	
0.13303756713867 ms	
0.13494491577148 ms	
0.12397766113281 ms	
0.12516975402832 ms	
0.12993812561035 ms	
0.12516975402832 ms	
0.12803077697754 ms	
0.12588500976562 ms	
0.13279914855957 ms	
0.13494491577148 ms	
0.12683868408203 ms	
0.12302398681641 ms	
0.13208389282227 ms	
0.12803077697754 ms	
0.13208389282227 ms	
0.12993812561035 ms	
0.12803077697754 ms	
0.1370906829834 ms	
0.12803077697754 ms	
0.12803077697754 ms	
0.13399124145508 ms	
0.12612342834473 ms	
0.14495849609375 ms	
0.13399124145508 ms	
0.12683868408203 ms	
0.13399124145508 ms	
0.12803077697754 ms	
0.12898445129395 ms	
0.61917304992676 ms	
2.3939609527588 ms	
**batch size 512**
[?1034h****GPU Data****	
126.75309181213 ms	
0.18692016601562 ms	
0.13518333435059 ms	
0.12803077697754 ms	
0.12612342834473 ms	
0.12612342834473 ms	
0.12493133544922 ms	
0.13613700866699 ms	
0.12803077697754 ms	
0.1678466796875 ms	
0.12707710266113 ms	
0.14495849609375 ms	
0.12803077697754 ms	
0.12493133544922 ms	
0.13017654418945 ms	
0.12516975402832 ms	
0.12302398681641 ms	
0.1220703125 ms	
0.12612342834473 ms	
0.12302398681641 ms	
0.11992454528809 ms	
0.14901161193848 ms	
0.12397766113281 ms	
0.12111663818359 ms	
0.12397766113281 ms	
0.1218318939209 ms	
0.14686584472656 ms	
0.12302398681641 ms	
0.15401840209961 ms	
0.14305114746094 ms	
0.12493133544922 ms	
0.12397766113281 ms	
0.12779235839844 ms	
0.1220703125 ms	
0.1368522644043 ms	
0.15997886657715 ms	
0.12612342834473 ms	
0.12588500976562 ms	
0.12683868408203 ms	
0.12087821960449 ms	
0.12588500976562 ms	
0.12397766113281 ms	
0.13399124145508 ms	
0.1218318939209 ms	
0.12493133544922 ms	
0.12493133544922 ms	
0.12302398681641 ms	
0.14805793762207 ms	
0.12588500976562 ms	
0.12779235839844 ms	
0.12993812561035 ms	
0.12302398681641 ms	
0.12493133544922 ms	
0.13184547424316 ms	
0.13089179992676 ms	
0.12683868408203 ms	
0.1380443572998 ms	
0.12707710266113 ms	
0.13208389282227 ms	
0.12612342834473 ms	
0.12898445129395 ms	
0.12707710266113 ms	
0.12588500976562 ms	
0.1380443572998 ms	
0.12397766113281 ms	
0.12898445129395 ms	
0.13208389282227 ms	
0.12612342834473 ms	
0.12993812561035 ms	
0.13017654418945 ms	
0.12993812561035 ms	
0.13303756713867 ms	
0.12898445129395 ms	
0.12803077697754 ms	
0.13613700866699 ms	
0.12493133544922 ms	
0.13399124145508 ms	
0.13399124145508 ms	
0.12922286987305 ms	
0.13494491577148 ms	
0.13303756713867 ms	
0.13089179992676 ms	
0.13494491577148 ms	
0.13208389282227 ms	
0.14114379882812 ms	
0.13899803161621 ms	
0.12898445129395 ms	
0.13995170593262 ms	
0.13089179992676 ms	
0.12803077697754 ms	
0.14495849609375 ms	
0.12922286987305 ms	
0.13589859008789 ms	
0.1370906829834 ms	
0.12898445129395 ms	
0.1380443572998 ms	
0.94103813171387 ms	
3.8619041442871 ms	
3.5619735717773 ms	
3.5359859466553 ms	
**batch size 1024**
[?1034h****GPU Data****	
129.94718551636 ms	
0.14615058898926 ms	
0.1380443572998 ms	
0.13494491577148 ms	
0.13089179992676 ms	
0.13089179992676 ms	
0.17094612121582 ms	
0.14209747314453 ms	
0.13399124145508 ms	
0.14615058898926 ms	
0.13303756713867 ms	
0.17309188842773 ms	
0.14114379882812 ms	
0.12993812561035 ms	
0.13184547424316 ms	
0.1368522644043 ms	
0.13399124145508 ms	
0.12516975402832 ms	
0.12898445129395 ms	
0.13995170593262 ms	
0.12707710266113 ms	
0.14781951904297 ms	
0.14090538024902 ms	
0.15115737915039 ms	
0.13279914855957 ms	
0.12993812561035 ms	
0.13017654418945 ms	
0.12993812561035 ms	
0.13399124145508 ms	
0.13089179992676 ms	
0.13017654418945 ms	
0.12588500976562 ms	
0.12898445129395 ms	
0.12898445129395 ms	
0.12993812561035 ms	
0.1220703125 ms	
0.15401840209961 ms	
0.13494491577148 ms	
0.12898445129395 ms	
0.12898445129395 ms	
0.12993812561035 ms	
0.12683868408203 ms	
0.1380443572998 ms	
0.12803077697754 ms	
0.12493133544922 ms	
0.14781951904297 ms	
0.12493133544922 ms	
0.15115737915039 ms	
0.12588500976562 ms	
0.13995170593262 ms	
0.13113021850586 ms	
0.13089179992676 ms	
0.1380443572998 ms	
0.16498565673828 ms	
0.12898445129395 ms	
0.13303756713867 ms	
0.12516975402832 ms	
0.12803077697754 ms	
0.13113021850586 ms	
0.12493133544922 ms	
0.13303756713867 ms	
0.12803077697754 ms	
0.12898445129395 ms	
0.1380443572998 ms	
0.12588500976562 ms	
0.13494491577148 ms	
0.13208389282227 ms	
0.12588500976562 ms	
0.14090538024902 ms	
0.13613700866699 ms	
0.12707710266113 ms	
0.14209747314453 ms	
0.12683868408203 ms	
0.12898445129395 ms	
0.1370906829834 ms	
0.12898445129395 ms	
0.17309188842773 ms	
0.12993812561035 ms	
0.1370906829834 ms	
0.13995170593262 ms	
0.12922286987305 ms	
0.14901161193848 ms	
0.1368522644043 ms	
0.13113021850586 ms	
0.16689300537109 ms	
0.13113021850586 ms	
0.12898445129395 ms	
0.14615058898926 ms	
0.14495849609375 ms	
0.15115737915039 ms	
0.13995170593262 ms	
0.13017654418945 ms	
0.14686584472656 ms	
0.12993812561035 ms	
0.13017654418945 ms	
5.9938430786133 ms	
5.9289932250977 ms	
6.220817565918 ms	
6.4971446990967 ms	
5.9318542480469 ms	
**batch size 2048**
[?1034h****GPU Data****	
125.88000297546 ms	
0.14019012451172 ms	
0.12707710266113 ms	
0.13279914855957 ms	
0.13399124145508 ms	
0.14185905456543 ms	
0.13303756713867 ms	
0.12397766113281 ms	
0.14400482177734 ms	
0.12397766113281 ms	
0.1220703125 ms	
0.14209747314453 ms	
0.12612342834473 ms	
0.12803077697754 ms	
0.12302398681641 ms	
0.1678466796875 ms	
0.1218318939209 ms	
0.1220703125 ms	
0.13899803161621 ms	
0.12302398681641 ms	
0.12516975402832 ms	
0.13089179992676 ms	
0.1220703125 ms	
0.11992454528809 ms	
0.12397766113281 ms	
0.13995170593262 ms	
0.13899803161621 ms	
0.12993812561035 ms	
0.12016296386719 ms	
0.11801719665527 ms	
0.1218318939209 ms	
0.13995170593262 ms	
0.12087821960449 ms	
0.11992454528809 ms	
0.12898445129395 ms	
0.12016296386719 ms	
0.1218318939209 ms	
0.11801719665527 ms	
0.11897087097168 ms	
0.1218318939209 ms	
0.12111663818359 ms	
0.12707710266113 ms	
0.12302398681641 ms	
0.1220703125 ms	
0.12302398681641 ms	
0.12111663818359 ms	
0.12397766113281 ms	
0.12493133544922 ms	
0.12397766113281 ms	
0.12516975402832 ms	
0.12493133544922 ms	
0.11992454528809 ms	
0.12707710266113 ms	
0.12803077697754 ms	
0.1220703125 ms	
0.12397766113281 ms	
0.12898445129395 ms	
0.17189979553223 ms	
0.18811225891113 ms	
0.12397766113281 ms	
0.13303756713867 ms	
0.12588500976562 ms	
0.15115737915039 ms	
0.12922286987305 ms	
0.12397766113281 ms	
0.12302398681641 ms	
0.13089179992676 ms	
0.12516975402832 ms	
0.12898445129395 ms	
0.13184547424316 ms	
0.12707710266113 ms	
0.12707710266113 ms	
0.12493133544922 ms	
0.13399124145508 ms	
0.12898445129395 ms	
0.12397766113281 ms	
0.13494491577148 ms	
0.12683868408203 ms	
0.12397766113281 ms	
0.13017654418945 ms	
0.12993812561035 ms	
0.12612342834473 ms	
0.1380443572998 ms	
0.12493133544922 ms	
0.13899803161621 ms	
0.12302398681641 ms	
0.12898445129395 ms	
0.13017654418945 ms	
0.12493133544922 ms	
0.12707710266113 ms	
0.13208389282227 ms	
0.13017654418945 ms	
0.14686584472656 ms	
3.8018226623535 ms	
14.394998550415 ms	
14.441967010498 ms	
14.470100402832 ms	
14.411926269531 ms	
14.461994171143 ms	
14.441013336182 ms	
**batch size 4096**
[?1034h****GPU Data****	
130.5820941925 ms	
0.18501281738281 ms	
0.13208389282227 ms	
0.12111663818359 ms	
0.1218318939209 ms	
0.12302398681641 ms	
0.12087821960449 ms	
0.12087821960449 ms	
0.12016296386719 ms	
0.13113021850586 ms	
0.12302398681641 ms	
0.12302398681641 ms	
0.11897087097168 ms	
0.11992454528809 ms	
0.15497207641602 ms	
0.12516975402832 ms	
0.12803077697754 ms	
0.11992454528809 ms	
0.14305114746094 ms	
0.1220703125 ms	
0.16021728515625 ms	
0.11992454528809 ms	
0.11682510375977 ms	
0.12588500976562 ms	
0.11897087097168 ms	
0.11706352233887 ms	
0.11897087097168 ms	
0.11706352233887 ms	
0.11491775512695 ms	
0.11587142944336 ms	
0.11706352233887 ms	
0.13208389282227 ms	
0.12397766113281 ms	
0.11706352233887 ms	
0.14114379882812 ms	
0.11897087097168 ms	
0.11897087097168 ms	
0.11587142944336 ms	
0.12302398681641 ms	
0.12993812561035 ms	
0.11587142944336 ms	
0.11610984802246 ms	
0.1380443572998 ms	
0.12087821960449 ms	
0.11801719665527 ms	
0.12803077697754 ms	
0.11992454528809 ms	
0.1220703125 ms	
0.11706352233887 ms	
0.11920928955078 ms	
0.12302398681641 ms	
0.11706352233887 ms	
0.12588500976562 ms	
0.11992454528809 ms	
0.12016296386719 ms	
0.12397766113281 ms	
0.1220703125 ms	
0.12397766113281 ms	
0.12779235839844 ms	
0.12493133544922 ms	
0.13494491577148 ms	
0.12397766113281 ms	
0.11992454528809 ms	
0.12302398681641 ms	
0.12898445129395 ms	
0.12612342834473 ms	
0.12707710266113 ms	
0.13113021850586 ms	
0.12898445129395 ms	
0.12588500976562 ms	
0.1227855682373 ms	
0.12803077697754 ms	
0.11992454528809 ms	
0.12397766113281 ms	
0.14090538024902 ms	
0.12588500976562 ms	
0.13184547424316 ms	
0.12397766113281 ms	
0.12302398681641 ms	
0.13303756713867 ms	
0.12707710266113 ms	
0.15616416931152 ms	
0.13613700866699 ms	
0.12397766113281 ms	
0.13089179992676 ms	
0.12707710266113 ms	
0.12397766113281 ms	
0.13303756713867 ms	
0.13399124145508 ms	
0.13089179992676 ms	
0.13494491577148 ms	
0.12516975402832 ms	
0.13399124145508 ms	
9.8168849945068 ms	
19.348859786987 ms	
19.390106201172 ms	
19.368886947632 ms	
19.392013549805 ms	
19.409894943237 ms	
19.383907318115 ms	
**batch size 8192**
[?1034h****GPU Data****	
131.28805160522 ms	
0.16307830810547 ms	
0.15711784362793 ms	
0.14710426330566 ms	
0.21505355834961 ms	
0.12993812561035 ms	
0.12588500976562 ms	
0.12803077697754 ms	
0.1220703125 ms	
0.15592575073242 ms	
0.12803077697754 ms	
0.12707710266113 ms	
0.12516975402832 ms	
0.12397766113281 ms	
0.12779235839844 ms	
0.12397766113281 ms	
0.12993812561035 ms	
0.1518726348877 ms	
0.12803077697754 ms	
0.12493133544922 ms	
0.12612342834473 ms	
0.14495849609375 ms	
0.12707710266113 ms	
0.13899803161621 ms	
0.13589859008789 ms	
0.13399124145508 ms	
0.13399124145508 ms	
0.15401840209961 ms	
0.13399124145508 ms	
0.12898445129395 ms	
0.13494491577148 ms	
0.12683868408203 ms	
0.13303756713867 ms	
0.12493133544922 ms	
0.12302398681641 ms	
0.16498565673828 ms	
0.1370906829834 ms	
0.12898445129395 ms	
0.12803077697754 ms	
0.12588500976562 ms	
0.12516975402832 ms	
0.12993812561035 ms	
0.12612342834473 ms	
0.12612342834473 ms	
0.12898445129395 ms	
0.12898445129395 ms	
0.1218318939209 ms	
0.12898445129395 ms	
0.12612342834473 ms	
0.12683868408203 ms	
0.13089179992676 ms	
0.13303756713867 ms	
0.13399124145508 ms	
0.12779235839844 ms	
0.12683868408203 ms	
0.1378059387207 ms	
0.12922286987305 ms	
0.14305114746094 ms	
0.16403198242188 ms	
0.12612342834473 ms	
0.13399124145508 ms	
0.12803077697754 ms	
0.13184547424316 ms	
0.13279914855957 ms	
0.1380443572998 ms	
0.13113021850586 ms	
0.13613700866699 ms	
0.12898445129395 ms	
0.13208389282227 ms	
0.12993812561035 ms	
0.13613700866699 ms	
0.14400482177734 ms	
0.13303756713867 ms	
0.12898445129395 ms	
0.13613700866699 ms	
0.12898445129395 ms	
0.13494491577148 ms	
0.12683868408203 ms	
0.13899803161621 ms	
0.1368522644043 ms	
0.13089179992676 ms	
0.12898445129395 ms	
0.13494491577148 ms	
0.12993812561035 ms	
0.14185905456543 ms	
0.13899803161621 ms	
0.13208389282227 ms	
0.13899803161621 ms	
0.13184547424316 ms	
0.13089179992676 ms	
0.16212463378906 ms	
0.14615058898926 ms	
0.14591217041016 ms	
47.301054000854 ms	
51.557064056396 ms	
51.625967025757 ms	
46.530961990356 ms	
46.50092124939 ms	
46.676158905029 ms	
44.979095458984 ms	
**batch size 16384**
[?1034h****GPU Data****	
126.25098228455 ms	
0.16283988952637 ms	
0.13399124145508 ms	
0.1220703125 ms	
0.12111663818359 ms	
0.12421607971191 ms	
0.18095970153809 ms	
0.12898445129395 ms	
0.12612342834473 ms	
0.12016296386719 ms	
0.1220703125 ms	
0.12302398681641 ms	
0.12397766113281 ms	
0.1220703125 ms	
0.17285346984863 ms	
0.12111663818359 ms	
0.1220703125 ms	
0.12302398681641 ms	
0.13113021850586 ms	
0.12803077697754 ms	
0.12707710266113 ms	
0.14114379882812 ms	
0.15497207641602 ms	
0.14686584472656 ms	
0.12397766113281 ms	
0.14281272888184 ms	
0.12421607971191 ms	
0.14185905456543 ms	
0.12779235839844 ms	
0.11992454528809 ms	
0.11897087097168 ms	
