***Alexnet Benchmarking***
Usage ./run_gpu_alexnet_iter_test.sh <typeofgpu> --> e.g: ./run_gpu_alexnet_iter_test.sh geforce_gtx_maxwell
**batch size 1**
[?1034h****GPU Data****	
140.77401161194 ms	
140.70415496826 ms	
140.6569480896 ms	
140.7470703125 ms	
140.77520370483 ms	
140.64884185791 ms	
140.60711860657 ms	
141.01886749268 ms	
140.65289497375 ms	
140.76685905457 ms	
140.69414138794 ms	
140.60306549072 ms	
140.61188697815 ms	
140.69008827209 ms	
140.77091217041 ms	
140.65408706665 ms	
140.63096046448 ms	
140.63692092896 ms	
140.63596725464 ms	
140.58017730713 ms	
140.7310962677 ms	
140.72513580322 ms	
**batch size 128**
[?1034h****GPU Data****	
409.87610816956 ms	
313.36903572083 ms	
284.39378738403 ms	
282.28497505188 ms	
281.986951828 ms	
282.0839881897 ms	
282.0417881012 ms	
282.10806846619 ms	
282.03296661377 ms	
282.21607208252 ms	
281.74686431885 ms	
281.70394897461 ms	
282.5620174408 ms	
282.38201141357 ms	
281.83913230896 ms	
281.70013427734 ms	
281.96597099304 ms	
282.11688995361 ms	
282.48691558838 ms	
282.02080726624 ms	
281.72206878662 ms	
281.94785118103 ms	
282.68384933472 ms	
282.51504898071 ms	
281.90422058105 ms	
282.15503692627 ms	
282.59801864624 ms	
282.25183486938 ms	
282.38391876221 ms	
282.46092796326 ms	
282.04703330994 ms	
282.15217590332 ms	
282.0029258728 ms	
282.22489356995 ms	
282.13381767273 ms	
282.78493881226 ms	
282.13286399841 ms	
282.37104415894 ms	
281.71396255493 ms	
282.4559211731 ms	
281.80193901062 ms	
281.86297416687 ms	
282.15312957764 ms	
282.20391273499 ms	
282.43517875671 ms	
282.19413757324 ms	
281.8808555603 ms	
282.15408325195 ms	
282.45282173157 ms	
282.1249961853 ms	
282.13810920715 ms	
282.52100944519 ms	
283.08296203613 ms	
282.03892707825 ms	
281.96287155151 ms	
282.02700614929 ms	
282.13906288147 ms	
281.96907043457 ms	
282.79614448547 ms	
282.00483322144 ms	
282.69600868225 ms	
282.67788887024 ms	
281.7690372467 ms	
282.85503387451 ms	
282.22584724426 ms	
281.92806243896 ms	
282.43803977966 ms	
282.66096115112 ms	
282.39488601685 ms	
282.29188919067 ms	
282.24897384644 ms	
282.72294998169 ms	
282.14001655579 ms	
282.6931476593 ms	
281.89611434937 ms	
282.49096870422 ms	
282.1581363678 ms	
282.61113166809 ms	
282.7479839325 ms	
282.39703178406 ms	
282.24086761475 ms	
282.54008293152 ms	
282.31501579285 ms	
282.64403343201 ms	
283.01405906677 ms	
282.53889083862 ms	
282.20987319946 ms	
282.4330329895 ms	
282.73892402649 ms	
282.84907341003 ms	
283.0491065979 ms	
282.40704536438 ms	
282.76705741882 ms	
283.28919410706 ms	
282.52100944519 ms	
282.12189674377 ms	
281.92806243896 ms	
282.35507011414 ms	
282.60898590088 ms	
282.34791755676 ms	
**batch size 256**
[?1034h****GPU Data****	
600.45409202576 ms	
556.8962097168 ms	
558.95018577576 ms	
558.82906913757 ms	
559.26418304443 ms	
559.26585197449 ms	
559.21602249146 ms	
558.92586708069 ms	
559.00716781616 ms	
559.04102325439 ms	
559.38100814819 ms	
559.06295776367 ms	
559.10086631775 ms	
559.32092666626 ms	
559.28802490234 ms	
559.47995185852 ms	
559.05890464783 ms	
559.51595306396 ms	
559.69715118408 ms	
559.32211875916 ms	
559.07702445984 ms	
559.36002731323 ms	
559.31901931763 ms	
559.36288833618 ms	
559.36098098755 ms	
559.32402610779 ms	
559.14783477783 ms	
559.33094024658 ms	
559.47709083557 ms	
559.24797058105 ms	
559.57293510437 ms	
559.43012237549 ms	
559.36217308044 ms	
559.42106246948 ms	
559.26918983459 ms	
559.48400497437 ms	
559.5018863678 ms	
559.2930316925 ms	
559.58485603333 ms	
559.6170425415 ms	
559.76700782776 ms	
559.65304374695 ms	
559.65805053711 ms	
559.13209915161 ms	
559.19599533081 ms	
559.67497825623 ms	
559.52596664429 ms	
559.75914001465 ms	
559.53097343445 ms	
559.42606925964 ms	
559.56196784973 ms	
559.69500541687 ms	
559.57388877869 ms	
559.58604812622 ms	
559.74102020264 ms	
560.08195877075 ms	
559.78488922119 ms	
559.58414077759 ms	
559.57007408142 ms	
559.70692634583 ms	
559.92603302002 ms	
559.73887443542 ms	
559.66401100159 ms	
559.406042099 ms	
559.45801734924 ms	
559.49091911316 ms	
559.95798110962 ms	
559.56292152405 ms	
559.73100662231 ms	
559.67378616333 ms	
559.73792076111 ms	
559.65495109558 ms	
559.87691879272 ms	
559.51404571533 ms	
559.58604812622 ms	
559.48686599731 ms	
559.67807769775 ms	
559.68403816223 ms	
559.78202819824 ms	
559.59415435791 ms	
560.05215644836 ms	
559.74698066711 ms	
559.86785888672 ms	
559.54504013062 ms	
559.5908164978 ms	
560.04691123962 ms	
559.85188484192 ms	
559.71908569336 ms	
559.9958896637 ms	
559.76414680481 ms	
559.64398384094 ms	
559.91196632385 ms	
559.93795394897 ms	
559.90409851074 ms	
559.86309051514 ms	
559.85403060913 ms	
559.91220474243 ms	
559.87095832825 ms	
559.76605415344 ms	
559.84711647034 ms	
**batch size 512**
[?1034h****GPU Data****	
1250.3249645233 ms	
1106.8580150604 ms	
1110.102891922 ms	
1109.9359989166 ms	
1109.9019050598 ms	
1109.9569797516 ms	
1109.9190711975 ms	
1110.1388931274 ms	
1110.1298332214 ms	
1110.0950241089 ms	
1109.6861362457 ms	
1109.8070144653 ms	
1110.0499629974 ms	
1109.9410057068 ms	
1110.081911087 ms	
1109.6949577332 ms	
1109.8029613495 ms	
1110.1779937744 ms	
1110.2120876312 ms	
1109.9488735199 ms	
1109.8120212555 ms	
1109.3618869781 ms	
1109.8721027374 ms	
1110.0780963898 ms	
1110.0330352783 ms	
1110.0859642029 ms	
1109.9660396576 ms	
1109.897851944 ms	
1110.2340221405 ms	
1110.0430488586 ms	
1110.0790500641 ms	
1110.0759506226 ms	
1109.7950935364 ms	
1109.9720001221 ms	
1109.6220016479 ms	
1109.9529266357 ms	
1109.8589897156 ms	
1109.8849773407 ms	
1109.6799373627 ms	
1109.8577976227 ms	
1110.1269721985 ms	
1109.9469661713 ms	
1109.8339557648 ms	
1110.0499629974 ms	
1109.7159385681 ms	
1110.2130413055 ms	
1109.4470024109 ms	
1109.9538803101 ms	
1109.5459461212 ms	
1109.6339225769 ms	
1109.9750995636 ms	
1109.8320484161 ms	
1109.7140312195 ms	
1109.72905159 ms	
1110.0461483002 ms	
1109.8589897156 ms	
1109.8020076752 ms	
1109.8017692566 ms	
1109.7230911255 ms	
1109.8358631134 ms	
1109.8220348358 ms	
1109.8890304565 ms	
1109.8282337189 ms	
1109.9720001221 ms	
1109.6470355988 ms	
1109.934091568 ms	
1109.8918914795 ms	
1109.9529266357 ms	
1109.9390983582 ms	
1109.3678474426 ms	
1109.680891037 ms	
1109.5378398895 ms	
1109.7321510315 ms	
1109.7428798676 ms	
1109.5108985901 ms	
1109.8518371582 ms	
1109.8148822784 ms	
1109.5390319824 ms	
1109.5979213715 ms	
1110.151052475 ms	
1109.8771095276 ms	
1109.8268032074 ms	
1110.0771427155 ms	
1109.757900238 ms	
1109.8439693451 ms	
1110.2039813995 ms	
1109.6699237823 ms	
1109.9810600281 ms	
1110.0718975067 ms	
1109.7559928894 ms	
1109.4741821289 ms	
1109.3950271606 ms	
1110.0199222565 ms	
1110.1138591766 ms	
1109.7500324249 ms	
1109.7939014435 ms	
1109.8120212555 ms	
1110.1429462433 ms	
1109.797000885 ms	
1109.9011898041 ms	
**batch size 1024**
[?1034h****GPU Data****	
2293.6420440674 ms	
2213.6008739471 ms	
2217.5469398499 ms	
2216.9458866119 ms	
2216.8688774109 ms	
2216.6678905487 ms	
2216.3939476013 ms	
2215.8088684082 ms	
2217.257976532 ms	
2217.1740531921 ms	
2217.8330421448 ms	
2216.668844223 ms	
2217.7400588989 ms	
2215.9299850464 ms	
2215.2500152588 ms	
2215.3649330139 ms	
2215.5690193176 ms	
2215.1310443878 ms	
2217.0870304108 ms	
2217.8330421448 ms	
2217.3080444336 ms	
2218.1839942932 ms	
2217.3409461975 ms	
2215.7311439514 ms	
2215.4948711395 ms	
2216.7828083038 ms	
2217.7460193634 ms	
2217.1719074249 ms	
2218.092918396 ms	
2217.5650596619 ms	
2218.2960510254 ms	
2218.0700302124 ms	
2217.8449630737 ms	
2217.3390388489 ms	
2217.4599170685 ms	
2217.5889015198 ms	
2217.3600196838 ms	
2217.5788879395 ms	
2218.4870243073 ms	
2217.9210186005 ms	
2217.808008194 ms	
2217.3039913177 ms	
2218.1539535522 ms	
2217.4561023712 ms	
2217.8180217743 ms	
2217.6489830017 ms	
2218.0309295654 ms	
2218.0659770966 ms	
2217.7000045776 ms	
2217.7519798279 ms	
2217.9369926453 ms	
2218.1329727173 ms	
2217.6342010498 ms	
2217.6780700684 ms	
2217.6558971405 ms	
2217.8158760071 ms	
2217.7560329437 ms	
2217.6141738892 ms	
2217.9508209229 ms	
2217.8618907928 ms	
2217.9238796234 ms	
2216.6349887848 ms	
2217.9088592529 ms	
2217.8471088409 ms	
2217.9448604584 ms	
2217.9880142212 ms	
2217.8549766541 ms	
2217.5619602203 ms	
2218.1289196014 ms	
2217.8192138672 ms	
2217.7319526672 ms	
2217.7670001984 ms	
2217.3368930817 ms	
2217.6399230957 ms	
2217.6918983459 ms	
2218.0109024048 ms	
2217.1988487244 ms	
2217.5929546356 ms	
2217.7619934082 ms	
2217.0951366425 ms	
2217.6628112793 ms	
2217.5781726837 ms	
2218.0230617523 ms	
2218.0140018463 ms	
2218.5750007629 ms	
2218.034029007 ms	
2217.8258895874 ms	
2217.2629833221 ms	
2217.787027359 ms	
2216.6450023651 ms	
2218.2359695435 ms	
2217.7522182465 ms	
2217.3039913177 ms	
2217.7510261536 ms	
2218.0230617523 ms	
2216.7499065399 ms	
2217.789888382 ms	
2218.0750370026 ms	
2218.0171012878 ms	
2217.5769805908 ms	
**batch size 2048**
[?1034h****GPU Data****	
4455.6179046631 ms	
4425.5430698395 ms	
4431.6778182983 ms	
4431.6248893738 ms	
4432.354927063 ms	
4432.3358535767 ms	
4432.9509735107 ms	
4432.7919483185 ms	
4432.8751564026 ms	
4433.4681034088 ms	
4433.2840442657 ms	
4433.0360889435 ms	
4433.3941936493 ms	
4433.7680339813 ms	
4433.3238601685 ms	
4433.1369400024 ms	
4434.0400695801 ms	
4434.3278408051 ms	
4432.6729774475 ms	
4432.4848651886 ms	
4432.8298568726 ms	
4433.1510066986 ms	
4432.7578544617 ms	
4432.9040050507 ms	
4432.6548576355 ms	
4433.2699775696 ms	
4433.4270954132 ms	
4432.5981140137 ms	
4432.6658248901 ms	
4431.2920570374 ms	
4431.6389560699 ms	
4433.0370426178 ms	
4432.5671195984 ms	
4432.44099617 ms	
4432.9800605774 ms	
4433.1021308899 ms	
4431.9958686829 ms	
4432.596206665 ms	
4432.6660633087 ms	
4432.5020313263 ms	
4432.7530860901 ms	
4432.2500228882 ms	
4431.8280220032 ms	
4432.4100017548 ms	
4433.1250190735 ms	
4433.1700801849 ms	
4433.1250190735 ms	
4432.1210384369 ms	
4431.9450855255 ms	
4432.4719905853 ms	
4432.9788684845 ms	
4433.760881424 ms	
4433.6462020874 ms	
4432.6159954071 ms	
4433.6087703705 ms	
4433.660030365 ms	
4432.7130317688 ms	
4433.089017868 ms	
4432.8899383545 ms	
4434.6778392792 ms	
4433.2962036133 ms	
4433.0251216888 ms	
4433.7248802185 ms	
4433.1619739532 ms	
4433.2702159882 ms	
4433.2759380341 ms	
4432.9299926758 ms	
4433.6409568787 ms	
4432.9168796539 ms	
4432.9760074615 ms	
4433.2189559937 ms	
4432.7759742737 ms	
4432.8589439392 ms	
4433.3300590515 ms	
4432.7189922333 ms	
4432.590007782 ms	
4432.7988624573 ms	
4433.5200786591 ms	
4433.9048862457 ms	
4432.5428009033 ms	
4432.7790737152 ms	
4433.8939189911 ms	
4432.9829216003 ms	
4433.6810112 ms	
4433.2821369171 ms	
4432.9028129578 ms	
4433.4630966187 ms	
4433.6009025574 ms	
4433.1579208374 ms	
4432.6620101929 ms	
4434.0097904205 ms	
4432.9581260681 ms	
4433.0937862396 ms	
4433.0649375916 ms	
4432.6300621033 ms	
4433.3529472351 ms	
4433.1369400024 ms	
4433.2160949707 ms	
4432.4049949646 ms	
4433.3500862122 ms	
