power.limit [W], power.draw [W], utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB], memory.free [MiB]
250.00, 91.11, 12, 0, 12205, 418, 11787
250.00, 91.11, 12, 0, 12205, 421, 11784
250.00, 91.11, 12, 0, 12205, 423, 11782
250.00, 91.11, 12, 0, 12205, 425, 11780
250.00, 91.11, 12, 0, 12205, 428, 11777
250.00, 91.20, 12, 0, 12205, 431, 11774
250.00, 91.20, 11, 1, 12205, 433, 11772
250.00, 91.20, 11, 1, 12205, 433, 11772
250.00, 91.20, 11, 1, 12205, 433, 11772
250.00, 91.20, 11, 1, 12205, 433, 11772
250.00, 91.20, 11, 1, 12205, 433, 11772
250.00, 91.20, 11, 1, 12205, 433, 11772
250.00, 91.20, 11, 1, 12205, 433, 11772
250.00, 91.20, 11, 1, 12205, 433, 11772
250.00, 203.64, 11, 1, 12205, 433, 11772
250.00, 203.64, 11, 1, 12205, 433, 11772
250.00, 203.64, 11, 1, 12205, 433, 11772
250.00, 203.64, 11, 1, 12205, 433, 11772
250.00, 203.64, 11, 1, 12205, 433, 11772
250.00, 203.64, 11, 1, 12205, 433, 11772
