***Alexnet Benchmarking***
Usage ./run_gpu_alexnet_iter_test.sh <typeofgpu> --> e.g: ./run_gpu_alexnet_iter_test.sh geforce_gtx_maxwell
**batch size 1**
****GPU Data (iteration time in ms)****	
1 132.99512863159 ms	
2 0.73885917663574 ms	
3 0.6721019744873 ms	
4 0.68998336791992 ms	
5 0.65517425537109 ms	
6 0.67019462585449 ms	
7 0.66995620727539 ms	
8 0.60701370239258 ms	
9 0.67806243896484 ms	
10 0.64206123352051 ms	
11 0.64611434936523 ms	
12 0.65493583679199 ms	
13 0.69284439086914 ms	
14 0.71310997009277 ms	
15 0.65302848815918 ms	
16 0.6868839263916 ms	
17 0.69904327392578 ms	
18 0.70309638977051 ms	
19 0.73099136352539 ms	
20 0.67901611328125 ms	
21 0.68020820617676 ms	
22 4.349946975708 ms	
23 5.241870880127 ms	
24 5.2490234375 ms	
25 5.256175994873 ms	
26 5.2559375762939 ms	
27 5.2428245544434 ms	
28 5.253791809082 ms	
29 5.2490234375 ms	
30 5.2568912506104 ms	
31 5.2590370178223 ms	
32 5.2318572998047 ms	
33 5.2580833435059 ms	
34 5.2571296691895 ms	
35 5.2359104156494 ms	
36 5.2399635314941 ms	
37 5.2580833435059 ms	
38 5.256175994873 ms	
39 5.256175994873 ms	
40 5.2509307861328 ms	
41 5.2618980407715 ms	
42 5.2549839019775 ms	
43 5.2659511566162 ms	
44 5.2599906921387 ms	
45 5.2609443664551 ms	
46 5.2509307861328 ms	
47 5.2549839019775 ms	
48 5.2611827850342 ms	
49 5.2721500396729 ms	
50 5.2731037139893 ms	
51 5.2568912506104 ms	
52 5.2621364593506 ms	
53 5.2590370178223 ms	
54 5.2299499511719 ms	
55 5.2521228790283 ms	
56 5.263090133667 ms	
57 5.2459239959717 ms	
58 5.2468776702881 ms	
59 5.2649974822998 ms	
60 5.2430629730225 ms	
61 5.2490234375 ms	
62 5.2440166473389 ms	
63 5.256175994873 ms	
64 5.2440166473389 ms	
65 5.2680969238281 ms	
66 5.2530765533447 ms	
67 5.2080154418945 ms	
68 4.7359466552734 ms	
69 4.7399997711182 ms	
70 4.7399997711182 ms	
