batchsize,util_gpu_pwr,total_gpu_pwr,gpu_util,gpu_memory_size,gpu_used_memory,gpu_free_memory
128,242,250,98,12205,2585,10140
16,189,250,100,12205,1246,11020
1,190,250,100,12205,1066,11156
256,242,250,99,12205,4115,9115
32,193,250,100,12205,1437,10873
512,245,250,100,12205,7176,7062
64,202,250,98,12205,1819,10580
930,250,250,99,12205,12179,3709
