batchsize,util_gpu_pwr,total_gpu_pwr,gpu_util,gpu_memory_size,gpu_used_memory,gpu_free_memory
128,118,250,96,16276,2735,13923
16,158,250,94,16276,1409,14951
1,103,250,88,16276,1213,15097
256,141,250,97,16276,4265,13051
32,95,250,96,16276,1603,14801
512,158,250,98,16276,7331,10997
64,103,250,96,16276,1975,14509
930,174,250,99,16276,12343,7645
