batchsize,util_gpu_pwr,total_gpu_pwr,gpu_util,gpu_memory_size,gpu_used_memory,gpu_free_memory
1024,143,250,74,16276,579,15729
128,84,250,9,16276,547,15761
16384,185,250,100,16276,1119,15189
16,80,250,10,16276,543,15765
1,52,250,15,16276,543,15765
2048,157,250,89,16276,615,15693
256,115,250,11,16276,551,15757
32,55,250,18,16276,543,15765
4096,183,250,100,16276,687,15621
512,130,250,10,16276,561,15747
64,73,250,17,16276,545,15763
8192,179,250,100,16276,831,15477
