***mlp_l4_iter_test Benchmarking***
Usage ./run_gpu_mlp_l4_iter_test.sh <typeofgpu> --> e.g: ./run_gpu_mlp_l4_iter_test.sh geforce_gtx_maxwell
**batch size 1**
[?1034h****GPU Data (iteration  time in ms)****	
1 126.4431476593 ms	
2 0.14209747314453 ms	
3 0.13113021850586 ms	
4 0.12302398681641 ms	
5 0.12397766113281 ms	
6 0.1227855682373 ms	
7 0.14805793762207 ms	
8 0.12111663818359 ms	
9 0.12016296386719 ms	
10 0.12779235839844 ms	
11 0.12493133544922 ms	
12 0.11992454528809 ms	
13 0.11801719665527 ms	
14 0.14710426330566 ms	
15 0.12087821960449 ms	
16 0.11897087097168 ms	
17 0.12612342834473 ms	
18 0.12087821960449 ms	
19 0.15807151794434 ms	
20 0.11992454528809 ms	
21 0.11801719665527 ms	
22 0.13995170593262 ms	
23 0.11992454528809 ms	
24 0.12493133544922 ms	
25 0.11706352233887 ms	
26 0.11897087097168 ms	
27 0.11610984802246 ms	
28 0.1378059387207 ms	
29 0.11706352233887 ms	
30 0.1220703125 ms	
31 0.11801719665527 ms	
32 0.12111663818359 ms	
33 0.12111663818359 ms	
34 0.11610984802246 ms	
35 0.1380443572998 ms	
36 0.11706352233887 ms	
37 0.11897087097168 ms	
38 0.11396408081055 ms	
39 0.12588500976562 ms	
40 0.1218318939209 ms	
41 0.12016296386719 ms	
42 0.11396408081055 ms	
43 0.12302398681641 ms	
44 0.12016296386719 ms	
45 0.12493133544922 ms	
46 0.12707710266113 ms	
47 0.12016296386719 ms	
48 0.12302398681641 ms	
49 0.11801719665527 ms	
50 0.11491775512695 ms	
51 0.1220703125 ms	
52 0.11801719665527 ms	
53 0.12397766113281 ms	
54 0.12707710266113 ms	
55 0.11897087097168 ms	
56 0.12707710266113 ms	
57 0.11801719665527 ms	
58 0.13089179992676 ms	
59 0.14710426330566 ms	
60 0.12111663818359 ms	
61 0.12993812561035 ms	
62 0.12111663818359 ms	
63 0.12087821960449 ms	
64 0.12493133544922 ms	
65 0.11610984802246 ms	
66 0.12302398681641 ms	
67 0.12803077697754 ms	
68 0.12087821960449 ms	
69 0.12302398681641 ms	
70 0.11992454528809 ms	
71 0.11801719665527 ms	
72 0.12302398681641 ms	
73 0.1220703125 ms	
74 0.12302398681641 ms	
75 0.11801719665527 ms	
76 0.12707710266113 ms	
77 0.11610984802246 ms	
78 0.13184547424316 ms	
79 0.12397766113281 ms	
80 0.12111663818359 ms	
81 0.12087821960449 ms	
82 0.12087821960449 ms	
83 0.12612342834473 ms	
84 0.12087821960449 ms	
85 0.12588500976562 ms	
86 0.11897087097168 ms	
87 0.12111663818359 ms	
88 0.12087821960449 ms	
89 0.12683868408203 ms	
90 0.13494491577148 ms	
91 0.12803077697754 ms	
92 0.11706352233887 ms	
93 0.13613700866699 ms	
94 0.12803077697754 ms	
95 0.11706352233887 ms	
96 0.12898445129395 ms	
97 0.13279914855957 ms	
98 0.12016296386719 ms	
99 0.13303756713867 ms	
100 0.12993812561035 ms	
101 0.13399124145508 ms	
102 0.14114379882812 ms	
103 0.11897087097168 ms	
104 0.13089179992676 ms	
105 0.12612342834473 ms	
106 0.12612342834473 ms	
107 0.12898445129395 ms	
108 0.12993812561035 ms	
109 0.13208389282227 ms	
110 0.11682510375977 ms	
111 0.13899803161621 ms	
112 0.14114379882812 ms	
113 0.12993812561035 ms	
114 0.15115737915039 ms	
115 0.13208389282227 ms	
116 0.12803077697754 ms	
117 0.12612342834473 ms	
118 0.13399124145508 ms	
119 0.1370906829834 ms	
120 0.11682510375977 ms	
121 0.13589859008789 ms	
122 0.13017654418945 ms	
123 0.11706352233887 ms	
124 0.15091896057129 ms	
125 0.14090538024902 ms	
126 0.13399124145508 ms	
127 0.12683868408203 ms	
128 0.12016296386719 ms	
129 0.13017654418945 ms	
130 0.12898445129395 ms	
131 0.11801719665527 ms	
132 0.1368522644043 ms	
133 0.13184547424316 ms	
134 0.11897087097168 ms	
135 0.12898445129395 ms	
136 0.13518333435059 ms	
137 0.11801719665527 ms	
138 0.13995170593262 ms	
139 0.13995170593262 ms	
140 0.11897087097168 ms	
141 0.13589859008789 ms	
142 0.12993812561035 ms	
143 0.12111663818359 ms	
144 0.12588500976562 ms	
145 0.12993812561035 ms	
146 0.14495849609375 ms	
147 0.13494491577148 ms	
148 0.11992454528809 ms	
149 0.14686584472656 ms	
150 0.13303756713867 ms	
**batch size 16**
[?1034h****GPU Data (iteration  time in ms)****	
1 126.81984901428 ms	
2 0.18405914306641 ms	
3 0.12707710266113 ms	
4 0.12898445129395 ms	
5 0.12397766113281 ms	
6 0.12516975402832 ms	
7 0.14996528625488 ms	
8 0.12397766113281 ms	
9 0.12516975402832 ms	
10 0.12803077697754 ms	
11 0.12993812561035 ms	
12 0.1218318939209 ms	
13 0.12087821960449 ms	
14 0.11992454528809 ms	
15 0.16617774963379 ms	
16 0.12397766113281 ms	
17 0.12111663818359 ms	
18 0.13184547424316 ms	
19 0.11801719665527 ms	
20 0.12016296386719 ms	
21 0.12493133544922 ms	
22 0.11801719665527 ms	
23 0.14185905456543 ms	
24 0.12016296386719 ms	
25 0.12803077697754 ms	
26 0.11587142944336 ms	
27 0.12016296386719 ms	
28 0.12087821960449 ms	
29 0.11992454528809 ms	
30 0.12016296386719 ms	
31 0.11801719665527 ms	
32 0.11992454528809 ms	
33 0.13494491577148 ms	
34 0.11491775512695 ms	
35 0.11706352233887 ms	
36 0.14090538024902 ms	
37 0.11992454528809 ms	
38 0.11587142944336 ms	
39 0.1368522644043 ms	
