***nmt_l5_iter_test Benchmarking***
Usage ./run_gpu_nmt_l5_iter_test.sh <typeofgpu> --> e.g: ./run_gpu_nmt_l5_iter_test.sh geforce_gtx_maxwell
**batch size 1**
****GPU Data (iteration time in ms)****	
1 1676.1269569397 ms	
2 1387.4840736389 ms	
3 1386.5520954132 ms	
4 1386.5761756897 ms	
5 1396.4488506317 ms	
6 1378.3540725708 ms	
7 1388.1440162659 ms	
8 1386.3549232483 ms	
9 1392.3268318176 ms	
10 1388.5140419006 ms	
11 1386.7390155792 ms	
12 1388.3230686188 ms	
13 1388.2977962494 ms	
14 1390.5410766602 ms	
15 1390.3889656067 ms	
16 1387.7320289612 ms	
17 1387.8979682922 ms	
18 1387.8090381622 ms	
19 1388.1120681763 ms	
20 1389.2350196838 ms	
21 1388.592004776 ms	
22 1388.5300159454 ms	
23 1387.6581192017 ms	
24 1388.1740570068 ms	
25 1389.1789913177 ms	
26 1393.6159610748 ms	
27 1381.0789585114 ms	
28 1388.8461589813 ms	
29 1387.2399330139 ms	
30 1387.20703125 ms	
31 1390.7430171967 ms	
32 1383.3000659943 ms	
33 1389.533996582 ms	
34 1388.5769844055 ms	
35 1387.9590034485 ms	
36 1387.6340389252 ms	
37 1386.5308761597 ms	
38 1386.901140213 ms	
39 1389.0249729156 ms	
40 1389.2550468445 ms	
41 1387.5110149384 ms	
42 1387.0918750763 ms	
43 1387.6760005951 ms	
44 1387.5730037689 ms	
45 1389.2221450806 ms	
46 1389.1930580139 ms	
47 1386.8281841278 ms	
48 1389.4898891449 ms	
49 1387.3519897461 ms	
50 1387.4709606171 ms	
51 1388.4229660034 ms	
52 1397.5789546967 ms	
53 1377.48503685 ms	
54 1388.3709907532 ms	
55 1386.3558769226 ms	
56 1387.866973877 ms	
57 1388.9389038086 ms	
58 1387.1901035309 ms	
59 1390.5920982361 ms	
60 1388.6370658875 ms	
61 1387.3500823975 ms	
62 1387.9151344299 ms	
63 1386.6539001465 ms	
64 1388.3349895477 ms	
65 1389.8010253906 ms	
66 1388.6609077454 ms	
67 1387.8788948059 ms	
68 1386.4269256592 ms	
69 1387.5770568848 ms	
70 1388.6959552765 ms	
71 1390.3279304504 ms	
72 1388.7450695038 ms	
73 1389.6398544312 ms	
74 1384.5081329346 ms	
75 1387.4599933624 ms	
76 1389.7280693054 ms	
77 1390.909910202 ms	
78 1392.1229839325 ms	
79 1382.9469680786 ms	
80 1387.6428604126 ms	
81 1386.4679336548 ms	
82 1387.2311115265 ms	
83 1391.361951828 ms	
84 1387.2509002686 ms	
85 1387.6569271088 ms	
86 1387.3109817505 ms	
87 1388.1559371948 ms	
88 1387.521982193 ms	
