***mlp_l5_iter_test Benchmarking***
Usage ./run_gpu_mlp_l5_iter_test.sh <typeofgpu> --> e.g: ./run_gpu_mlp_l5_iter_test.sh geforce_gtx_maxwell
**batch size 1**
[?1034h****GPU Data (iter,time)****	
65 0.1978874206543 ms	
66 0.18882751464844 ms	
67 0.22220611572266 ms	
68 0.20098686218262 ms	
69 0.20194053649902 ms	
70 0.18906593322754 ms	
71 0.20217895507812 ms	
72 0.20885467529297 ms	
73 0.20194053649902 ms	
74 0.19192695617676 ms	
75 3.0331611633301 ms	
76 10.386943817139 ms	
77 10.661840438843 ms	
78 10.428905487061 ms	
79 10.68115234375 ms	
80 10.431051254272 ms	
81 10.712146759033 ms	
82 10.663986206055 ms	
83 10.729074478149 ms	
84 10.712862014771 ms	
85 10.715961456299 ms	
86 10.667085647583 ms	
87 10.217905044556 ms	
88 10.195016860962 ms	
89 10.174989700317 ms	
90 10.504961013794 ms	
91 10.473012924194 ms	
92 10.524988174438 ms	
93 10.231018066406 ms	
94 10.486125946045 ms	
95 10.261058807373 ms	
96 10.207891464233 ms	
97 10.210037231445 ms	
98 10.508060455322 ms	
99 10.202169418335 ms	
100 10.296106338501 ms	
101 10.215044021606 ms	
102 10.301113128662 ms	
103 10.583162307739 ms	
104 10.709047317505 ms	
105 10.489940643311 ms	
106 10.442018508911 ms	
107 10.442018508911 ms	
108 10.790109634399 ms	
109 10.839939117432 ms	
110 10.842084884644 ms	
111 10.744094848633 ms	
112 10.691165924072 ms	
113 11.069059371948 ms	
114 10.692119598389 ms	
115 10.665893554688 ms	
116 10.72096824646 ms	
117 10.963916778564 ms	
118 10.699987411499 ms	
119 10.698795318604 ms	
120 10.664939880371 ms	
121 11.063814163208 ms	
122 11.165857315063 ms	
123 11.135816574097 ms	
124 10.84303855896 ms	
125 10.856151580811 ms	
126 11.178970336914 ms	
127 11.162996292114 ms	
128 10.863065719604 ms	
129 10.845899581909 ms	
130 10.843992233276 ms	
131 10.908126831055 ms	
132 11.165142059326 ms	
133 10.870933532715 ms	
134 10.6520652771 ms	
135 10.657072067261 ms	
136 10.64395904541 ms	
137 10.685920715332 ms	
138 10.698080062866 ms	
139 10.69188117981 ms	
140 10.705947875977 ms	
141 10.676860809326 ms	
142 10.658979415894 ms	
143 10.687112808228 ms	
144 10.753870010376 ms	
145 10.730981826782 ms	
146 11.03687286377 ms	
147 10.664939880371 ms	
148 10.939121246338 ms	
149 11.029958724976 ms	
150 10.982990264893 ms	
**batch size 1024**
[?1034h****GPU Data (iter,time)****	
1 135.81395149231 ms	
2 0.22482872009277 ms	
3 0.2140998840332 ms	
4 0.21195411682129 ms	
5 0.21600723266602 ms	
6 0.26202201843262 ms	
7 0.22506713867188 ms	
8 0.2288818359375 ms	
9 0.2291202545166 ms	
10 0.20194053649902 ms	
11 0.21815299987793 ms	
12 0.2281665802002 ms	
13 0.21100044250488 ms	
14 0.20694732666016 ms	
15 0.2748966217041 ms	
16 0.1988410949707 ms	
17 0.20790100097656 ms	
18 0.20694732666016 ms	
19 0.21696090698242 ms	
20 0.20503997802734 ms	
21 0.21004676818848 ms	
22 0.22792816162109 ms	
23 0.22697448730469 ms	
24 0.20503997802734 ms	
25 0.21696090698242 ms	
26 0.21100044250488 ms	
27 0.20885467529297 ms	
28 0.23412704467773 ms	
29 0.22006034851074 ms	
30 0.19383430480957 ms	
31 0.20503997802734 ms	
32 0.22411346435547 ms	
33 0.1978874206543 ms	
34 0.22315979003906 ms	
35 0.20599365234375 ms	
36 0.2131462097168 ms	
37 0.20313262939453 ms	
38 0.21719932556152 ms	
39 0.20480155944824 ms	
40 0.21219253540039 ms	
41 0.22006034851074 ms	
42 0.20480155944824 ms	
43 0.20217895507812 ms	
44 0.24199485778809 ms	
45 0.22220611572266 ms	
46 0.20313262939453 ms	
47 0.22482872009277 ms	
48 0.23794174194336 ms	
49 0.21910667419434 ms	
50 0.21100044250488 ms	
51 0.21195411682129 ms	
52 0.21195411682129 ms	
53 0.22006034851074 ms	
54 0.20408630371094 ms	
55 0.21004676818848 ms	
56 0.2131462097168 ms	
57 0.20980834960938 ms	
58 0.21481513977051 ms	
59 0.20694732666016 ms	
60 0.2140998840332 ms	
61 0.2138614654541 ms	
62 0.20909309387207 ms	
63 0.22006034851074 ms	
64 0.21004676818848 ms	
65 0.21195411682129 ms	
66 0.20790100097656 ms	
67 0.21195411682129 ms	
68 0.22006034851074 ms	
69 0.21004676818848 ms	
70 0.21195411682129 ms	
71 0.21910667419434 ms	
72 0.21481513977051 ms	
73 0.22006034851074 ms	
74 1.7650127410889 ms	
75 20.363092422485 ms	
76 19.498825073242 ms	
77 20.401954650879 ms	
78 20.392894744873 ms	
79 20.416021347046 ms	
80 20.442008972168 ms	
81 20.457983016968 ms	
82 20.467042922974 ms	
83 20.075798034668 ms	
84 19.994974136353 ms	
85 19.227027893066 ms	
86 20.004034042358 ms	
87 20.180940628052 ms	
88 20.480871200562 ms	
89 20.501136779785 ms	
90 20.448923110962 ms	
91 20.534038543701 ms	
92 20.668983459473 ms	
93 20.810127258301 ms	
94 20.8580493927 ms	
95 20.848035812378 ms	
96 20.855188369751 ms	
97 21.500110626221 ms	
98 21.66485786438 ms	
99 21.676063537598 ms	
100 21.719932556152 ms	
101 21.793842315674 ms	
102 21.728038787842 ms	
103 21.708011627197 ms	
104 21.728038787842 ms	
105 21.733045578003 ms	
106 21.757841110229 ms	
107 21.720886230469 ms	
108 21.673917770386 ms	
109 21.74186706543 ms	
110 21.697044372559 ms	
111 21.70205116272 ms	
112 21.697998046875 ms	
113 21.697044372559 ms	
114 21.691083908081 ms	
115 21.681070327759 ms	
116 21.717071533203 ms	
117 21.764039993286 ms	
118 21.729946136475 ms	
119 21.76308631897 ms	
120 21.712064743042 ms	
121 21.698951721191 ms	
122 21.584033966064 ms	
123 21.260023117065 ms	
124 21.298170089722 ms	
125 21.229028701782 ms	
126 21.295070648193 ms	
127 21.291971206665 ms	
128 21.265983581543 ms	
129 21.296977996826 ms	
130 21.062135696411 ms	
131 20.951986312866 ms	
132 20.956993103027 ms	
133 20.904064178467 ms	
134 20.91908454895 ms	
135 20.948886871338 ms	
136 20.899057388306 ms	
137 20.917177200317 ms	
138 20.94292640686 ms	
139 20.888090133667 ms	
140 20.95890045166 ms	
141 20.948886871338 ms	
142 20.925998687744 ms	
143 21.018981933594 ms	
144 20.977973937988 ms	
145 20.957946777344 ms	
146 20.764112472534 ms	
147 20.579099655151 ms	
148 20.613193511963 ms	
149 20.562887191772 ms	
150 20.537137985229 ms	
**batch size 2048**
[?1034h****GPU Data (iter,time)****	
1 135.96820831299 ms	
2 0.16093254089355 ms	
3 0.20813941955566 ms	
4 0.15902519226074 ms	
5 0.14805793762207 ms	
6 0.14400482177734 ms	
7 0.14400482177734 ms	
8 0.14901161193848 ms	
9 0.14901161193848 ms	
10 0.16283988952637 ms	
11 0.17404556274414 ms	
12 0.16283988952637 ms	
13 0.14781951904297 ms	
14 0.18501281738281 ms	
15 0.14400482177734 ms	
16 0.14901161193848 ms	
17 0.14615058898926 ms	
18 0.16903877258301 ms	
19 0.13995170593262 ms	
20 0.16093254089355 ms	
21 0.14591217041016 ms	
22 0.15115737915039 ms	
23 0.14519691467285 ms	
24 0.14281272888184 ms	
25 0.14591217041016 ms	
26 0.14281272888184 ms	
27 0.14185905456543 ms	
28 0.1678466796875 ms	
29 0.14615058898926 ms	
30 0.14591217041016 ms	
31 0.14805793762207 ms	
32 0.14615058898926 ms	
33 0.14305114746094 ms	
34 0.14495849609375 ms	
35 0.14805793762207 ms	
36 0.14591217041016 ms	
37 0.14400482177734 ms	
38 0.14400482177734 ms	
39 0.14591217041016 ms	
40 0.14996528625488 ms	
41 0.15807151794434 ms	
42 0.16307830810547 ms	
43 0.1518726348877 ms	
44 0.1521110534668 ms	
45 0.14996528625488 ms	
46 0.14209747314453 ms	
47 0.15807151794434 ms	
48 0.14996528625488 ms	
49 0.14805793762207 ms	
50 0.14400482177734 ms	
51 0.15115737915039 ms	
52 0.15091896057129 ms	
53 0.15783309936523 ms	
54 0.14591217041016 ms	
55 0.1518726348877 ms	
56 0.15497207641602 ms	
57 0.16307830810547 ms	
58 0.16999244689941 ms	
59 0.16307830810547 ms	
60 0.15592575073242 ms	
61 0.15401840209961 ms	
62 0.14519691467285 ms	
63 0.15497207641602 ms	
64 0.15497207641602 ms	
65 0.16307830810547 ms	
66 0.14805793762207 ms	
67 0.15997886657715 ms	
68 0.17595291137695 ms	
69 0.15878677368164 ms	
70 0.15401840209961 ms	
71 0.15687942504883 ms	
72 0.15807151794434 ms	
73 0.16093254089355 ms	
74 20.093202590942 ms	
75 37.846803665161 ms	
76 37.903070449829 ms	
77 37.858963012695 ms	
78 38.058996200562 ms	
79 37.954092025757 ms	
80 38.341999053955 ms	
81 38.785934448242 ms	
82 38.733005523682 ms	
83 40.111780166626 ms	
84 40.217161178589 ms	
85 40.642023086548 ms	
86 40.94409942627 ms	
87 40.999889373779 ms	
88 40.989875793457 ms	
89 41.07403755188 ms	
90 41.023015975952 ms	
91 41.177034378052 ms	
92 41.035890579224 ms	
93 41.059970855713 ms	
94 41.049003601074 ms	
95 41.054010391235 ms	
96 41.074991226196 ms	
97 41.127920150757 ms	
98 41.130065917969 ms	
99 41.038036346436 ms	
100 41.154861450195 ms	
101 40.376901626587 ms	
102 40.355920791626 ms	
103 40.313005447388 ms	
104 40.320158004761 ms	
105 40.271997451782 ms	
106 40.433883666992 ms	
107 40.371894836426 ms	
108 40.425062179565 ms	
109 40.346145629883 ms	
110 40.27795791626 ms	
111 40.380001068115 ms	
112 40.416955947876 ms	
113 39.888858795166 ms	
114 39.642095565796 ms	
115 39.690971374512 ms	
116 39.594173431396 ms	
117 39.443016052246 ms	
118 39.046049118042 ms	
119 39.058923721313 ms	
120 38.992881774902 ms	
121 39.066791534424 ms	
122 39.031028747559 ms	
123 38.891077041626 ms	
124 38.911104202271 ms	
125 38.942813873291 ms	
126 38.888931274414 ms	
127 39.009809494019 ms	
128 39.031028747559 ms	
129 38.960933685303 ms	
130 38.954973220825 ms	
131 38.972139358521 ms	
132 38.917064666748 ms	
133 38.99097442627 ms	
134 38.954973220825 ms	
135 39.212942123413 ms	
136 39.563894271851 ms	
137 39.511919021606 ms	
138 39.581060409546 ms	
139 38.964986801147 ms	
140 39.080142974854 ms	
141 39.56413269043 ms	
142 39.686918258667 ms	
143 39.151906967163 ms	
144 38.849830627441 ms	
145 38.81311416626 ms	
146 38.766145706177 ms	
147 38.938045501709 ms	
148 38.97500038147 ms	
149 38.89012336731 ms	
150 38.841962814331 ms	
**batch size 4096**
[?1034h****GPU Data (iter,time)****	
1 138.13304901123 ms	
2 0.16188621520996 ms	
3 0.15497207641602 ms	
4 0.14805793762207 ms	
5 0.14805793762207 ms	
6 0.18906593322754 ms	
7 0.14686584472656 ms	
8 0.14781951904297 ms	
9 0.1530647277832 ms	
10 0.14400482177734 ms	
11 0.18787384033203 ms	
12 0.14400482177734 ms	
13 0.14615058898926 ms	
14 0.14495849609375 ms	
15 0.14901161193848 ms	
16 0.14305114746094 ms	
17 0.14400482177734 ms	
18 0.14400482177734 ms	
19 0.16283988952637 ms	
20 0.14495849609375 ms	
21 0.14209747314453 ms	
22 0.14615058898926 ms	
23 0.15997886657715 ms	
24 0.14710426330566 ms	
25 0.14710426330566 ms	
26 0.16307830810547 ms	
27 0.1518726348877 ms	
28 0.16188621520996 ms	
29 0.14591217041016 ms	
30 0.14090538024902 ms	
31 0.14805793762207 ms	
32 0.14400482177734 ms	
33 0.14090538024902 ms	
34 0.14805793762207 ms	
35 0.14495849609375 ms	
36 0.14495849609375 ms	
37 0.14305114746094 ms	
38 0.14400482177734 ms	
39 0.15687942504883 ms	
40 0.18095970153809 ms	
41 0.15091896057129 ms	
42 0.14495849609375 ms	
43 0.14805793762207 ms	
44 0.1521110534668 ms	
45 0.14901161193848 ms	
46 0.15115737915039 ms	
47 0.15401840209961 ms	
48 0.14996528625488 ms	
49 0.16188621520996 ms	
50 0.14901161193848 ms	
51 0.15401840209961 ms	
52 0.15807151794434 ms	
53 0.15401840209961 ms	
54 0.14686584472656 ms	
55 0.15401840209961 ms	
56 0.15616416931152 ms	
57 0.1530647277832 ms	
58 0.15401840209961 ms	
59 0.15592575073242 ms	
60 0.15783309936523 ms	
61 0.16307830810547 ms	
62 0.14710426330566 ms	
63 0.15711784362793 ms	
64 0.16212463378906 ms	
65 0.15807151794434 ms	
66 0.15091896057129 ms	
67 0.16117095947266 ms	
68 0.15807151794434 ms	
69 0.15807151794434 ms	
70 0.15497207641602 ms	
71 0.15807151794434 ms	
72 0.15807151794434 ms	
73 17.590999603271 ms	
74 67.233085632324 ms	
75 89.098930358887 ms	
76 87.395191192627 ms	
77 83.650827407837 ms	
78 83.557844161987 ms	
79 80.540895462036 ms	
80 80.223798751831 ms	
81 80.413103103638 ms	
82 80.546855926514 ms	
83 80.485105514526 ms	
84 80.531120300293 ms	
85 80.61695098877 ms	
86 80.715894699097 ms	
87 80.652952194214 ms	
88 80.565929412842 ms	
89 79.596996307373 ms	
90 78.958034515381 ms	
91 78.342199325562 ms	
92 77.44288444519 ms	
93 77.491998672485 ms	
94 77.453136444092 ms	
95 77.398061752319 ms	
96 77.874898910522 ms	
97 77.770948410034 ms	
98 77.316045761108 ms	
99 77.239990234375 ms	
100 76.802015304565 ms	
101 76.370000839233 ms	
102 75.785160064697 ms	
103 75.069904327393 ms	
104 75.571060180664 ms	
105 76.603889465332 ms	
106 76.492786407471 ms	
107 76.550006866455 ms	
108 76.360940933228 ms	
109 76.581001281738 ms	
110 76.581954956055 ms	
111 75.451135635376 ms	
112 75.656890869141 ms	
113 76.702117919922 ms	
114 76.850891113281 ms	
115 76.869010925293 ms	
116 76.660871505737 ms	
117 76.488018035889 ms	
118 76.543807983398 ms	
119 76.733827590942 ms	
120 75.423002243042 ms	
121 75.590133666992 ms	
122 75.798034667969 ms	
123 75.695037841797 ms	
124 76.544046401978 ms	
125 77.004909515381 ms	
126 76.961040496826 ms	
127 77.095031738281 ms	
128 76.833009719849 ms	
129 76.030969619751 ms	
130 75.905084609985 ms	
131 75.888872146606 ms	
132 75.837135314941 ms	
133 76.380968093872 ms	
134 76.627016067505 ms	
135 76.581001281738 ms	
136 76.714038848877 ms	
137 76.839923858643 ms	
138 76.930999755859 ms	
139 76.79009437561 ms	
140 76.915979385376 ms	
141 76.941967010498 ms	
142 76.984882354736 ms	
143 76.997041702271 ms	
144 76.913118362427 ms	
145 76.975107192993 ms	
146 76.709032058716 ms	
147 76.6761302948 ms	
148 76.438903808594 ms	
149 76.46918296814 ms	
150 76.662063598633 ms	
**batch size 8192**
[?1034h****GPU Data (iter,time)****	
1 138.4129524231 ms	
2 0.15783309936523 ms	
3 0.14400482177734 ms	
4 0.14495849609375 ms	
5 0.18811225891113 ms	
6 0.1521110534668 ms	
7 0.15997886657715 ms	
8 0.14710426330566 ms	
9 0.14400482177734 ms	
10 0.14305114746094 ms	
11 0.1838207244873 ms	
12 0.14615058898926 ms	
13 0.14400482177734 ms	
14 0.14305114746094 ms	
15 0.13899803161621 ms	
16 0.13899803161621 ms	
17 0.14305114746094 ms	
18 0.14686584472656 ms	
19 0.13995170593262 ms	
20 0.14209747314453 ms	
21 0.14495849609375 ms	
22 0.16188621520996 ms	
23 0.14495849609375 ms	
24 0.15401840209961 ms	
25 0.14305114746094 ms	
26 0.13995170593262 ms	
27 0.14019012451172 ms	
28 0.15902519226074 ms	
29 0.15997886657715 ms	
30 0.14805793762207 ms	
31 0.14305114746094 ms	
32 0.14400482177734 ms	
33 0.14090538024902 ms	
34 0.13899803161621 ms	
35 0.14400482177734 ms	
36 0.14495849609375 ms	
37 0.14996528625488 ms	
38 0.14400482177734 ms	
39 0.14400482177734 ms	
40 0.14805793762207 ms	
41 0.14901161193848 ms	
42 0.14305114746094 ms	
43 0.17189979553223 ms	
44 0.1521110534668 ms	
45 0.1521110534668 ms	
46 0.14400482177734 ms	
47 0.15115737915039 ms	
48 0.14901161193848 ms	
49 0.15521049499512 ms	
50 0.14495849609375 ms	
51 0.15115737915039 ms	
52 0.15091896057129 ms	
53 0.15115737915039 ms	
54 0.14615058898926 ms	
55 0.17189979553223 ms	
56 0.18191337585449 ms	
57 0.1521110534668 ms	
58 0.15091896057129 ms	
59 0.1528263092041 ms	
60 0.15592575073242 ms	
61 0.15902519226074 ms	
62 0.15091896057129 ms	
63 0.15687942504883 ms	
64 0.15592575073242 ms	
65 0.15711784362793 ms	
66 0.14901161193848 ms	
67 0.16307830810547 ms	
68 0.15902519226074 ms	
69 0.15807151794434 ms	
70 0.14901161193848 ms	
71 0.15783309936523 ms	
72 0.15902519226074 ms	
73 39.193868637085 ms	
74 100.15916824341 ms	
75 141.71290397644 ms	
76 152.48918533325 ms	
77 161.78297996521 ms	
78 163.02514076233 ms	
79 160.34507751465 ms	
80 157.04488754272 ms	
81 154.83999252319 ms	
82 154.62398529053 ms	
83 154.47092056274 ms	
84 154.61993217468 ms	
85 153.77998352051 ms	
86 152.6792049408 ms	
87 152.63199806213 ms	
88 154.12306785583 ms	
89 153.68390083313 ms	
90 154.06823158264 ms	
91 153.00011634827 ms	
92 152.93192863464 ms	
93 153.41806411743 ms	
94 154.73389625549 ms	
95 154.7589302063 ms	
96 153.33604812622 ms	
97 152.73714065552 ms	
98 152.12297439575 ms	
99 153.24687957764 ms	
100 153.5370349884 ms	
101 152.40597724915 ms	
102 152.4031162262 ms	
103 153.62095832825 ms	
104 153.78499031067 ms	
105 154.08897399902 ms	
106 153.29599380493 ms	
107 152.1909236908 ms	
108 152.55093574524 ms	
109 153.99885177612 ms	
110 154.0310382843 ms	
111 153.49912643433 ms	
112 152.3220539093 ms	
113 152.29105949402 ms	
114 153.80692481995 ms	
115 153.99312973022 ms	
116 153.92994880676 ms	
117 154.25705909729 ms	
118 154.09803390503 ms	
119 152.10199356079 ms	
120 151.69310569763 ms	
121 152.89402008057 ms	
122 154.39105033875 ms	
123 154.16407585144 ms	
124 154.128074646 ms	
125 152.77099609375 ms	
126 153.60999107361 ms	
127 153.51581573486 ms	
128 153.41901779175 ms	
129 154.07705307007 ms	
130 153.84697914124 ms	
131 153.67221832275 ms	
132 152.87399291992 ms	
133 152.0369052887 ms	
134 152.30011940002 ms	
135 153.89704704285 ms	
136 153.55706214905 ms	
137 153.98788452148 ms	
138 153.80001068115 ms	
139 153.75804901123 ms	
140 153.49292755127 ms	
141 153.97095680237 ms	
142 153.03897857666 ms	
143 152.20618247986 ms	
144 152.87494659424 ms	
145 154.20603752136 ms	
146 154.38103675842 ms	
147 154.3231010437 ms	
148 152.88496017456 ms	
149 153.32794189453 ms	
150 154.16812896729 ms	
**batch size 16384**
[?1034h****GPU Data (iter,time)****	
1 142.49801635742 ms	
2 0.16021728515625 ms	
3 0.15401840209961 ms	
4 0.14901161193848 ms	
5 0.14805793762207 ms	
6 0.15807151794434 ms	
7 0.19121170043945 ms	
8 0.17094612121582 ms	
9 0.15115737915039 ms	
10 0.14901161193848 ms	
11 0.14615058898926 ms	
12 0.15592575073242 ms	
13 0.14591217041016 ms	
14 0.14686584472656 ms	
15 0.18906593322754 ms	
16 0.14710426330566 ms	
17 0.14400482177734 ms	
18 0.15521049499512 ms	
19 0.16212463378906 ms	
20 0.14901161193848 ms	
21 0.14591217041016 ms	
22 0.16307830810547 ms	
23 0.14495849609375 ms	
24 0.1530647277832 ms	
25 0.15592575073242 ms	
26 0.16188621520996 ms	
27 0.14710426330566 ms	
28 0.16498565673828 ms	
29 0.14805793762207 ms	
30 0.15497207641602 ms	
31 0.14400482177734 ms	
32 0.14400482177734 ms	
33 0.15091896057129 ms	
34 0.14591217041016 ms	
35 0.14400482177734 ms	
36 0.15497207641602 ms	
37 0.14901161193848 ms	
38 0.15783309936523 ms	
39 0.14901161193848 ms	
40 0.14901161193848 ms	
41 0.15115737915039 ms	
42 0.18191337585449 ms	
43 0.17094612121582 ms	
44 0.15115737915039 ms	
45 0.1530647277832 ms	
46 0.15091896057129 ms	
47 0.14686584472656 ms	
48 0.15997886657715 ms	
49 0.15401840209961 ms	
50 0.1521110534668 ms	
51 0.14805793762207 ms	
52 0.15497207641602 ms	
53 0.15401840209961 ms	
54 1.1200904846191 ms	
55 0.1518726348877 ms	
56 0.15592575073242 ms	
57 0.1680850982666 ms	
58 0.18000602722168 ms	
59 0.1521110534668 ms	
60 0.16689300537109 ms	
61 0.16212463378906 ms	
62 0.16212463378906 ms	
63 0.1521110534668 ms	
64 0.16307830810547 ms	
65 0.16689300537109 ms	
66 0.17809867858887 ms	
67 0.15401840209961 ms	
68 0.16093254089355 ms	
69 0.16212463378906 ms	
70 0.15902519226074 ms	
71 0.16117095947266 ms	
72 0.16307830810547 ms	
73 133.80813598633 ms	
74 242.32602119446 ms	
75 325.08993148804 ms	
76 320.24812698364 ms	
77 321.09785079956 ms	
78 310.57810783386 ms	
79 311.23208999634 ms	
80 315.81902503967 ms	
81 308.04896354675 ms	
82 309.1869354248 ms	
83 309.50593948364 ms	
84 309.42797660828 ms	
85 309.93890762329 ms	
86 306.77103996277 ms	
87 305.45997619629 ms	
88 312.27922439575 ms	
89 311.02013587952 ms	
90 308.60495567322 ms	
91 307.60502815247 ms	
92 311.68293952942 ms	
93 310.91594696045 ms	
94 308.669090271 ms	
95 309.90505218506 ms	
96 310.36400794983 ms	
97 312.67094612122 ms	
98 311.80095672607 ms	
99 306.06484413147 ms	
100 312.54291534424 ms	
101 309.42416191101 ms	
102 309.25297737122 ms	
103 310.1658821106 ms	
104 309.25679206848 ms	
105 310.96386909485 ms	
106 310.85085868835 ms	
107 308.04586410522 ms	
108 310.86397171021 ms	
109 311.99598312378 ms	
110 313.81392478943 ms	
111 312.66403198242 ms	
112 307.94882774353 ms	
113 312.55793571472 ms	
114 316.4370059967 ms	
115 309.06200408936 ms	
116 311.13409996033 ms	
117 312.22796440125 ms	
118 314.18895721436 ms	
119 311.02418899536 ms	
120 312.21699714661 ms	
121 313.00520896912 ms	
122 310.96601486206 ms	
123 311.17606163025 ms	
124 310.48607826233 ms	
125 310.29677391052 ms	
126 313.20405006409 ms	
127 310.68897247314 ms	
128 312.35194206238 ms	
129 312.18600273132 ms	
130 311.48195266724 ms	
131 311.55395507812 ms	
132 312.42513656616 ms	
133 308.35199356079 ms	
134 311.61999702454 ms	
135 308.57419967651 ms	
136 310.42695045471 ms	
137 314.16082382202 ms	
138 310.74905395508 ms	
139 311.19585037231 ms	
140 311.17701530457 ms	
141 315.75298309326 ms	
142 317.0280456543 ms	
143 309.15188789368 ms	
144 309.7939491272 ms	
145 310.05311012268 ms	
146 313.57097625732 ms	
147 313.3590221405 ms	
148 308.73894691467 ms	
149 311.83409690857 ms	
150 317.0268535614 ms	
**mlp_l5_iter_test can run larger batch sizes, but for now not running those***
