***mlp_l5_iter_test Benchmarking***
Usage ./run_gpu_mlp_l5_iter_test.sh <typeofgpu> --> e.g: ./run_gpu_mlp_l5_iter_test.sh geforce_gtx_maxwell
**batch size 1**
[?1034h****GPU Data (iter,time)****	
83 3.2989978790283 ms	
84 3.3121109008789 ms	
85 3.3121109008789 ms	
86 3.3059120178223 ms	
87 3.3118724822998 ms	
88 3.3068656921387 ms	
89 3.3330917358398 ms	
90 3.3228397369385 ms	
91 3.3810138702393 ms	
92 3.2927989959717 ms	
93 3.3199787139893 ms	
94 3.2789707183838 ms	
95 3.3719539642334 ms	
96 3.3118724822998 ms	
97 3.3161640167236 ms	
98 3.3040046691895 ms	
99 3.3109188079834 ms	
100 3.3068656921387 ms	
101 3.3028125762939 ms	
102 3.3209323883057 ms	
103 3.3199787139893 ms	
104 3.3349990844727 ms	
105 3.3068656921387 ms	
106 3.3061504364014 ms	
107 3.3211708068848 ms	
108 3.3080577850342 ms	
109 3.3118724822998 ms	
110 3.3068656921387 ms	
111 3.3102035522461 ms	
112 3.0841827392578 ms	
113 2.9799938201904 ms	
114 2.9828548431396 ms	
115 2.9850006103516 ms	
116 2.9778480529785 ms	
117 2.9919147491455 ms	
118 2.9928684234619 ms	
119 2.9850006103516 ms	
120 2.9850006103516 ms	
121 2.9819011688232 ms	
122 2.9911994934082 ms	
123 2.9969215393066 ms	
124 2.9811859130859 ms	
125 2.9811859130859 ms	
126 2.9850006103516 ms	
127 3.1001567840576 ms	
128 2.9809474945068 ms	
129 2.9940605163574 ms	
130 2.9840469360352 ms	
131 2.9699802398682 ms	
132 2.9919147491455 ms	
133 2.9940605163574 ms	
134 2.9869079589844 ms	
135 2.997875213623 ms	
136 2.985954284668 ms	
137 2.9940605163574 ms	
138 2.9778480529785 ms	
139 2.9950141906738 ms	
140 2.9890537261963 ms	
141 2.9950141906738 ms	
142 2.9969215393066 ms	
143 2.9580593109131 ms	
144 2.9900074005127 ms	
145 2.9981136322021 ms	
146 2.9840469360352 ms	
147 2.9940605163574 ms	
148 2.985954284668 ms	
149 2.9768943786621 ms	
150 2.985954284668 ms	
**batch size 32**
[?1034h****GPU Data (iter,time)****	
1 126.0039806366 ms	
2 0.17285346984863 ms	
3 0.15711784362793 ms	
4 0.1521110534668 ms	
5 0.19502639770508 ms	
6 0.14901161193848 ms	
7 0.19502639770508 ms	
8 0.1518726348877 ms	
9 0.1518726348877 ms	
10 0.15091896057129 ms	
11 0.14805793762207 ms	
12 0.15115737915039 ms	
13 0.15711784362793 ms	
14 0.20313262939453 ms	
15 0.15807151794434 ms	
16 0.15592575073242 ms	
17 0.15783309936523 ms	
18 0.16093254089355 ms	
19 0.17380714416504 ms	
20 0.15616416931152 ms	
21 0.15687942504883 ms	
22 0.16903877258301 ms	
23 0.16522407531738 ms	
24 0.15902519226074 ms	
25 0.15878677368164 ms	
26 0.14781951904297 ms	
27 0.17619132995605 ms	
28 0.14805793762207 ms	
29 0.14901161193848 ms	
30 0.15377998352051 ms	
31 0.17690658569336 ms	
32 0.1530647277832 ms	
33 0.14400482177734 ms	
34 0.15401840209961 ms	
35 0.16689300537109 ms	
36 0.15687942504883 ms	
37 0.16498565673828 ms	
38 0.15401840209961 ms	
39 0.15687942504883 ms	
40 0.14996528625488 ms	
41 0.15997886657715 ms	
42 0.14710426330566 ms	
43 0.15401840209961 ms	
44 0.1530647277832 ms	
45 0.1680850982666 ms	
46 0.14901161193848 ms	
47 0.17285346984863 ms	
48 0.16498565673828 ms	
49 0.17285346984863 ms	
50 0.14591217041016 ms	
51 0.41794776916504 ms	
52 0.18787384033203 ms	
53 0.1518726348877 ms	
54 0.1530647277832 ms	
55 0.15592575073242 ms	
56 0.16093254089355 ms	
57 0.15902519226074 ms	
58 0.14901161193848 ms	
59 0.15616416931152 ms	
60 0.15497207641602 ms	
61 0.15616416931152 ms	
62 0.15997886657715 ms	
63 0.16903877258301 ms	
64 0.16403198242188 ms	
65 0.16307830810547 ms	
66 0.16403198242188 ms	
67 0.16188621520996 ms	
68 0.15997886657715 ms	
69 0.16093254089355 ms	
70 0.15091896057129 ms	
71 0.17285346984863 ms	
72 0.16188621520996 ms	
73 0.16498565673828 ms	
74 0.14996528625488 ms	
75 0.16689300537109 ms	
76 0.16093254089355 ms	
77 0.16307830810547 ms	
78 0.15115737915039 ms	
79 0.41317939758301 ms	
80 2.4571418762207 ms	
81 2.4721622467041 ms	
82 2.4731159210205 ms	
83 2.4540424346924 ms	
84 2.4759769439697 ms	
85 2.4640560150146 ms	
86 2.493143081665 ms	
87 2.4428367614746 ms	
88 2.4619102478027 ms	
89 2.4631023406982 ms	
90 2.4762153625488 ms	
91 2.4669170379639 ms	
92 2.4919509887695 ms	
93 2.4759769439697 ms	
94 2.4669170379639 ms	
95 2.4709701538086 ms	
96 2.4762153625488 ms	
97 2.4609565734863 ms	
98 2.5320053100586 ms	
99 2.4731159210205 ms	
100 2.4750232696533 ms	
101 2.4709701538086 ms	
102 2.4878978729248 ms	
103 2.4538040161133 ms	
104 2.4600028991699 ms	
105 2.4709701538086 ms	
106 2.4609565734863 ms	
107 2.4650096893311 ms	
108 2.4781227111816 ms	
109 2.4600028991699 ms	
110 2.514123916626 ms	
111 2.4621486663818 ms	
112 2.4709701538086 ms	
113 2.471923828125 ms	
114 2.467155456543 ms	
115 2.4750232696533 ms	
116 2.4738311767578 ms	
117 2.4631023406982 ms	
118 2.4750232696533 ms	
119 2.4712085723877 ms	
120 2.4759769439697 ms	
121 2.471923828125 ms	
122 2.4709701538086 ms	
123 2.4750232696533 ms	
124 2.4819374084473 ms	
125 2.4750232696533 ms	
126 2.4750232696533 ms	
127 2.6800632476807 ms	
128 2.2590160369873 ms	
129 2.4847984313965 ms	
130 2.4681091308594 ms	
131 2.5119781494141 ms	
132 2.471923828125 ms	
133 2.4650096893311 ms	
134 2.4700164794922 ms	
135 2.4769306182861 ms	
136 2.471923828125 ms	
137 2.4769306182861 ms	
138 2.4659633636475 ms	
139 2.4600028991699 ms	
140 2.471923828125 ms	
141 2.5060176849365 ms	
142 2.4600028991699 ms	
143 2.4740695953369 ms	
144 2.4781227111816 ms	
145 2.4728775024414 ms	
146 2.471923828125 ms	
147 2.4609565734863 ms	
148 2.4991035461426 ms	
149 2.5429725646973 ms	
150 2.4678707122803 ms	
**batch size 64**
[?1034h****GPU Data (iter,time)****	
1 126.4820098877 ms	
2 0.18191337585449 ms	
3 0.17619132995605 ms	
4 0.17094612121582 ms	
5 0.17404556274414 ms	
6 0.21195411682129 ms	
7 0.15807151794434 ms	
8 0.1838207244873 ms	
9 0.16999244689941 ms	
10 0.18787384033203 ms	
11 0.1828670501709 ms	
12 0.16903877258301 ms	
13 0.17905235290527 ms	
14 0.19097328186035 ms	
15 0.18095970153809 ms	
16 0.18000602722168 ms	
17 0.16903877258301 ms	
18 0.16093254089355 ms	
19 0.16999244689941 ms	
20 0.17404556274414 ms	
21 0.16188621520996 ms	
22 0.16903877258301 ms	
23 0.17905235290527 ms	
24 0.15616416931152 ms	
25 0.15497207641602 ms	
26 0.20289421081543 ms	
27 0.18000602722168 ms	
28 0.1678466796875 ms	
29 0.18095970153809 ms	
30 0.17404556274414 ms	
31 0.16999244689941 ms	
32 0.17499923706055 ms	
33 0.15997886657715 ms	
34 0.16188621520996 ms	
35 0.17499923706055 ms	
36 0.18501281738281 ms	
37 0.19693374633789 ms	
38 0.1530647277832 ms	
39 0.15711784362793 ms	
40 0.17714500427246 ms	
41 0.16498565673828 ms	
42 0.16117095947266 ms	
43 0.15997886657715 ms	
44 0.16283988952637 ms	
45 0.16188621520996 ms	
46 0.15783309936523 ms	
47 0.16593933105469 ms	
48 0.16283988952637 ms	
49 0.16093254089355 ms	
50 0.1530647277832 ms	
51 0.16307830810547 ms	
52 0.17404556274414 ms	
53 0.16283988952637 ms	
54 0.15711784362793 ms	
55 0.16379356384277 ms	
56 0.16212463378906 ms	
57 0.17380714416504 ms	
58 0.18620491027832 ms	
59 0.16880035400391 ms	
60 0.16283988952637 ms	
61 0.16498565673828 ms	
62 0.15878677368164 ms	
63 0.17094612121582 ms	
64 0.17094612121582 ms	
65 0.17619132995605 ms	
66 0.15997886657715 ms	
67 0.17213821411133 ms	
68 0.16999244689941 ms	
69 0.16903877258301 ms	
70 0.16188621520996 ms	
71 0.16903877258301 ms	
72 0.18405914306641 ms	
73 0.1680850982666 ms	
74 0.1671314239502 ms	
75 0.16999244689941 ms	
76 0.16903877258301 ms	
77 0.17499923706055 ms	
78 0.16498565673828 ms	
79 0.1828670501709 ms	
80 1.3039112091064 ms	
81 2.4659633636475 ms	
82 2.4230480194092 ms	
83 2.4199485778809 ms	
84 2.4459362030029 ms	
85 2.4240016937256 ms	
86 2.4189949035645 ms	
87 2.418041229248 ms	
88 2.4199485778809 ms	
89 2.4228096008301 ms	
90 2.4168491363525 ms	
91 2.4209022521973 ms	
92 2.4068355560303 ms	
93 2.4199485778809 ms	
94 2.42018699646 ms	
95 2.5160312652588 ms	
96 2.432107925415 ms	
97 2.424955368042 ms	
98 2.4240016937256 ms	
99 2.4251937866211 ms	
100 2.4299621582031 ms	
101 2.4178028106689 ms	
102 2.4199485778809 ms	
103 2.4340152740479 ms	
104 2.4240016937256 ms	
105 2.3910999298096 ms	
106 2.4828910827637 ms	
107 2.4220943450928 ms	
108 2.4340152740479 ms	
109 2.4220943450928 ms	
110 2.4998188018799 ms	
111 2.4240016937256 ms	
112 2.4209022521973 ms	
113 2.4101734161377 ms	
114 2.4049282073975 ms	
115 2.4230480194092 ms	
116 2.4280548095703 ms	
117 2.4449825286865 ms	
118 2.4309158325195 ms	
119 2.4240016937256 ms	
120 2.4290084838867 ms	
121 2.4468898773193 ms	
122 2.4259090423584 ms	
123 2.4259090423584 ms	
124 2.4259090423584 ms	
125 2.4340152740479 ms	
126 2.4402141571045 ms	
127 2.4261474609375 ms	
128 2.4280548095703 ms	
129 2.4220943450928 ms	
130 2.4218559265137 ms	
131 2.4230480194092 ms	
132 2.4280548095703 ms	
133 2.4340152740479 ms	
134 2.432107925415 ms	
135 2.4371147155762 ms	
136 2.4261474609375 ms	
137 2.4240016937256 ms	
138 2.4309158325195 ms	
139 2.4299621582031 ms	
140 2.4349689483643 ms	
141 2.4878978729248 ms	
142 2.4130344390869 ms	
143 2.4189949035645 ms	
144 2.4268627166748 ms	
145 2.4209022521973 ms	
146 2.4919509887695 ms	
147 2.479076385498 ms	
148 2.4251937866211 ms	
149 2.4309158325195 ms	
150 2.4240016937256 ms	
**batch size 128**
[?1034h****GPU Data (iter,time)****	
1 129.12011146545 ms	
2 0.16999244689941 ms	
3 0.15997886657715 ms	
4 0.16593933105469 ms	
5 0.15497207641602 ms	
6 0.15711784362793 ms	
7 0.42295455932617 ms	
8 0.19693374633789 ms	
9 0.15616416931152 ms	
10 0.15401840209961 ms	
11 0.15783309936523 ms	
12 0.15687942504883 ms	
13 0.15997886657715 ms	
14 0.22292137145996 ms	
15 0.16403198242188 ms	
16 0.15497207641602 ms	
17 0.15592575073242 ms	
18 0.15401840209961 ms	
19 0.16498565673828 ms	
20 0.1530647277832 ms	
21 0.16999244689941 ms	
22 0.15592575073242 ms	
23 0.17285346984863 ms	
24 0.16188621520996 ms	
25 0.15616416931152 ms	
26 0.1530647277832 ms	
27 0.14996528625488 ms	
28 0.15401840209961 ms	
29 0.1530647277832 ms	
30 0.16617774963379 ms	
31 0.15687942504883 ms	
32 0.14996528625488 ms	
33 0.1521110534668 ms	
34 0.1530647277832 ms	
35 0.16999244689941 ms	
36 0.18405914306641 ms	
37 0.15807151794434 ms	
38 0.1530647277832 ms	
39 0.17499923706055 ms	
40 0.1671314239502 ms	
41 0.18215179443359 ms	
42 0.15091896057129 ms	
43 0.15997886657715 ms	
44 0.16093254089355 ms	
45 0.15807151794434 ms	
46 0.15592575073242 ms	
47 0.16593933105469 ms	
48 0.16188621520996 ms	
49 0.16093254089355 ms	
50 0.15592575073242 ms	
51 0.16188621520996 ms	
52 0.16093254089355 ms	
53 0.16903877258301 ms	
54 0.15783309936523 ms	
55 0.16283988952637 ms	
56 0.16593933105469 ms	
57 0.16593933105469 ms	
58 0.16498565673828 ms	
59 0.16117095947266 ms	
60 0.15902519226074 ms	
61 0.16689300537109 ms	
62 0.15997886657715 ms	
63 0.16188621520996 ms	
64 0.17118453979492 ms	
65 0.16498565673828 ms	
66 0.16212463378906 ms	
67 0.16903877258301 ms	
68 0.16903877258301 ms	
69 0.17213821411133 ms	
70 0.15711784362793 ms	
71 0.16617774963379 ms	
72 0.17189979553223 ms	
73 0.16498565673828 ms	
74 0.15902519226074 ms	
75 0.17213821411133 ms	
76 0.16999244689941 ms	
77 2.9811859130859 ms	
78 4.3911933898926 ms	
79 4.3590068817139 ms	
80 4.364013671875 ms	
81 4.3840408325195 ms	
82 4.4469833374023 ms	
83 4.5680999755859 ms	
84 4.3599605560303 ms	
85 4.4479370117188 ms	
86 4.4479370117188 ms	
87 4.4410228729248 ms	
88 4.3890476226807 ms	
89 4.4920444488525 ms	
90 4.345178604126 ms	
91 4.3649673461914 ms	
92 4.4238567352295 ms	
93 4.5769214630127 ms	
94 4.4209957122803 ms	
95 4.3599605560303 ms	
96 4.5039653778076 ms	
97 4.4779777526855 ms	
98 4.3849945068359 ms	
99 4.3520927429199 ms	
100 4.4000148773193 ms	
101 4.4040679931641 ms	
102 4.3919086456299 ms	
103 4.4429302215576 ms	
104 4.410982131958 ms	
105 4.3690204620361 ms	
106 4.6508312225342 ms	
107 4.364013671875 ms	
108 4.4610500335693 ms	
109 4.4620037078857 ms	
110 4.3661594390869 ms	
111 4.3540000915527 ms	
112 4.3768882751465 ms	
113 4.4009685516357 ms	
114 4.3659210205078 ms	
115 4.3759346008301 ms	
116 4.4858455657959 ms	
117 4.5559406280518 ms	
118 4.3559074401855 ms	
119 4.3668746948242 ms	
120 4.378080368042 ms	
121 4.5549869537354 ms	
122 4.3699741363525 ms	
123 4.5428276062012 ms	
124 4.3678283691406 ms	
125 4.3699741363525 ms	
126 4.6920776367188 ms	
127 4.392147064209 ms	
128 4.5511722564697 ms	
129 4.7609806060791 ms	
130 4.3818950653076 ms	
131 4.3401718139648 ms	
132 4.4920444488525 ms	
133 4.3931007385254 ms	
134 4.3668746948242 ms	
135 4.3010711669922 ms	
136 4.3559074401855 ms	
137 4.364013671875 ms	
138 4.3618679046631 ms	
139 4.3380260467529 ms	
140 4.3869018554688 ms	
141 4.3618679046631 ms	
142 4.425048828125 ms	
143 4.3749809265137 ms	
144 4.3740272521973 ms	
145 4.5468807220459 ms	
146 4.3709278106689 ms	
147 4.3959617614746 ms	
148 4.472017288208 ms	
149 4.4558048248291 ms	
150 4.3749809265137 ms	
**batch size 256**
[?1034h****GPU Data (iter,time)****	
1 132.43794441223 ms	
2 0.17905235290527 ms	
3 0.24700164794922 ms	
4 0.17619132995605 ms	
5 0.15902519226074 ms	
6 0.15401840209961 ms	
7 0.18811225891113 ms	
8 0.18000602722168 ms	
9 0.16307830810547 ms	
10 0.15807151794434 ms	
11 0.15592575073242 ms	
12 0.15902519226074 ms	
13 0.15401840209961 ms	
14 0.16093254089355 ms	
15 0.16188621520996 ms	
16 0.15592575073242 ms	
17 0.15807151794434 ms	
18 0.1530647277832 ms	
19 0.14901161193848 ms	
20 0.15616416931152 ms	
21 0.15521049499512 ms	
22 0.17905235290527 ms	
23 0.16212463378906 ms	
24 0.16283988952637 ms	
25 0.1521110534668 ms	
26 0.16403198242188 ms	
27 0.15091896057129 ms	
28 0.17404556274414 ms	
29 0.15711784362793 ms	
30 0.17499923706055 ms	
31 0.16188621520996 ms	
32 0.15616416931152 ms	
33 0.15401840209961 ms	
34 0.1530647277832 ms	
35 0.15020370483398 ms	
36 0.15807151794434 ms	
37 0.16188621520996 ms	
38 0.1521110534668 ms	
39 0.15687942504883 ms	
40 0.15687942504883 ms	
41 0.14996528625488 ms	
42 0.14805793762207 ms	
43 0.16188621520996 ms	
44 0.1530647277832 ms	
45 0.15377998352051 ms	
46 0.1530647277832 ms	
47 0.15711784362793 ms	
48 0.15783309936523 ms	
49 0.17786026000977 ms	
50 0.15878677368164 ms	
51 0.15711784362793 ms	
52 0.16021728515625 ms	
53 0.17786026000977 ms	
54 0.16212463378906 ms	
55 0.1678466796875 ms	
56 0.15902519226074 ms	
57 0.17094612121582 ms	
58 0.17809867858887 ms	
59 0.16093254089355 ms	
60 0.17189979553223 ms	
61 0.16593933105469 ms	
62 0.16307830810547 ms	
63 0.16403198242188 ms	
64 0.16403198242188 ms	
65 0.17309188842773 ms	
66 0.15401840209961 ms	
67 0.16999244689941 ms	
68 0.16403198242188 ms	
69 0.16498565673828 ms	
70 0.15616416931152 ms	
71 0.17213821411133 ms	
72 0.16999244689941 ms	
73 0.16283988952637 ms	
74 0.15687942504883 ms	
75 0.16593933105469 ms	
76 0.37002563476562 ms	
77 5.4690837860107 ms	
78 5.5580139160156 ms	
79 5.4740905761719 ms	
80 5.4810047149658 ms	
81 5.4619312286377 ms	
82 5.4850578308105 ms	
83 5.5298805236816 ms	
84 5.511999130249 ms	
85 5.4550170898438 ms	
86 5.5031776428223 ms	
87 5.4659843444824 ms	
88 5.4972171783447 ms	
89 5.511999130249 ms	
90 5.5108070373535 ms	
91 5.486011505127 ms	
92 5.5291652679443 ms	
93 5.5179595947266 ms	
94 5.4929256439209 ms	
95 5.5179595947266 ms	
96 5.4929256439209 ms	
97 5.4459571838379 ms	
98 5.5251121520996 ms	
99 5.5220127105713 ms	
100 5.4941177368164 ms	
101 5.4869651794434 ms	
102 5.4960250854492 ms	
103 5.5220127105713 ms	
104 5.4819583892822 ms	
105 5.4938793182373 ms	
106 5.5248737335205 ms	
107 5.5301189422607 ms	
108 5.4740905761719 ms	
109 5.5220127105713 ms	
110 5.5179595947266 ms	
111 5.5029392242432 ms	
112 5.5301189422607 ms	
113 5.5301189422607 ms	
114 5.4800510406494 ms	
115 5.5079460144043 ms	
116 5.5060386657715 ms	
117 5.4919719696045 ms	
118 5.5358409881592 ms	
119 5.5410861968994 ms	
120 5.4919719696045 ms	
121 5.4948329925537 ms	
122 5.5480003356934 ms	
123 5.4960250854492 ms	
124 5.5458545684814 ms	
125 5.5480003356934 ms	
126 5.5279731750488 ms	
127 5.4848194122314 ms	
128 5.5549144744873 ms	
129 5.4891109466553 ms	
130 5.5270195007324 ms	
131 5.5069923400879 ms	
132 5.5088996887207 ms	
133 5.5041313171387 ms	
134 5.5167675018311 ms	
135 5.4621696472168 ms	
136 5.5379867553711 ms	
137 5.4879188537598 ms	
138 5.4850578308105 ms	
139 5.5091381072998 ms	
140 5.5148601531982 ms	
141 5.5439472198486 ms	
142 5.5041313171387 ms	
143 5.5081844329834 ms	
144 5.5611133575439 ms	
145 5.4991245269775 ms	
146 5.4881572723389 ms	
147 5.5019855499268 ms	
148 5.5229663848877 ms	
149 5.5038928985596 ms	
150 5.5148601531982 ms	
**batch size 512**
[?1034h****GPU Data (iter,time)****	
1 134.07707214355 ms	
2 0.21600723266602 ms	
3 0.19311904907227 ms	
4 0.19311904907227 ms	
5 0.18715858459473 ms	
6 0.22506713867188 ms	
7 0.19407272338867 ms	
8 0.19001960754395 ms	
9 0.18906593322754 ms	
10 0.23102760314941 ms	
11 0.20122528076172 ms	
12 0.19001960754395 ms	
13 0.23794174194336 ms	
14 0.18787384033203 ms	
15 0.18000602722168 ms	
16 0.21886825561523 ms	
17 0.19097328186035 ms	
18 0.18787384033203 ms	
19 0.18501281738281 ms	
20 0.19288063049316 ms	
21 0.18310546875 ms	
22 0.19478797912598 ms	
23 0.22792816162109 ms	
24 0.18692016601562 ms	
25 0.21910667419434 ms	
26 0.18501281738281 ms	
27 0.18501281738281 ms	
28 0.1828670501709 ms	
29 0.19288063049316 ms	
30 0.19598007202148 ms	
31 0.18787384033203 ms	
32 0.18811225891113 ms	
33 0.18620491027832 ms	
34 0.19979476928711 ms	
35 0.19598007202148 ms	
36 0.18811225891113 ms	
37 0.19311904907227 ms	
38 0.18501281738281 ms	
39 0.19502639770508 ms	
40 0.18596649169922 ms	
41 0.19288063049316 ms	
42 0.18620491027832 ms	
43 0.19311904907227 ms	
44 0.1978874206543 ms	
45 0.20003318786621 ms	
46 0.18692016601562 ms	
47 0.19001960754395 ms	
48 0.20790100097656 ms	
49 0.21505355834961 ms	
50 0.18906593322754 ms	
51 0.19192695617676 ms	
52 0.19097328186035 ms	
53 0.20217895507812 ms	
54 0.18906593322754 ms	
55 0.19598007202148 ms	
56 0.19598007202148 ms	
57 0.20503997802734 ms	
58 0.1981258392334 ms	
59 0.19502639770508 ms	
60 0.20098686218262 ms	
61 0.20003318786621 ms	
62 0.20098686218262 ms	
63 0.1990795135498 ms	
64 0.1978874206543 ms	
