batchsize,util_gpu_pwr,total_gpu_pwr,gpu_util,gpu_memory_size,gpu_used_memory,gpu_free_memory
1024,81,75,100,7606,5559,5671
128,58,75,100,7606,1473,6683
16,53,75,100,7606,945,6811
1,47,75,100,7606,875,6827
256,62,75,100,7606,2053,6541
32,53,75,100,7606,1021,6793
512,70,75,100,7606,3225,6251
64,55,75,100,7606,1169,6757
