***mlp_l5_iter_test Benchmarking***
Usage ./run_gpu_mlp_l5_iter_test.sh <typeofgpu> --> e.g: ./run_gpu_mlp_l5_iter_test.sh geforce_gtx_maxwell
**batch size 1**
****GPU Data (iter,time)****	
73 0.12898445129395 ms	
74 0.13494491577148 ms	
75 0.12397766113281 ms	
76 0.12397766113281 ms	
77 0.12493133544922 ms	
78 0.12397766113281 ms	
79 0.12612342834473 ms	
80 0.1528263092041 ms	
81 1.708984375 ms	
82 1.7020702362061 ms	
83 1.7008781433105 ms	
84 1.6679763793945 ms	
85 1.6891956329346 ms	
86 1.6911029815674 ms	
87 1.6899108886719 ms	
88 1.7030239105225 ms	
89 1.6539096832275 ms	
90 1.690149307251 ms	
91 1.6992092132568 ms	
92 1.7209053039551 ms	
93 1.6870498657227 ms	
94 1.7039775848389 ms	
95 1.6570091247559 ms	
96 1.7299652099609 ms	
97 1.7189979553223 ms	
98 1.7080307006836 ms	
99 1.6379356384277 ms	
100 1.6610622406006 ms	
101 1.6741752624512 ms	
102 1.676082611084 ms	
103 1.7180442810059 ms	
104 1.6961097717285 ms	
105 1.6989707946777 ms	
106 1.7311573028564 ms	
107 1.7189979553223 ms	
108 1.6720294952393 ms	
109 1.6961097717285 ms	
110 1.7158985137939 ms	
111 1.6829967498779 ms	
112 1.6880035400391 ms	
113 1.7130374908447 ms	
114 1.6980171203613 ms	
115 1.662015914917 ms	
116 1.6748905181885 ms	
117 1.6911029815674 ms	
118 1.680850982666 ms	
119 1.7111301422119 ms	
120 1.7120838165283 ms	
121 1.6918182373047 ms	
122 1.6920566558838 ms	
123 1.6720294952393 ms	
124 1.7111301422119 ms	
125 1.6930103302002 ms	
126 1.7008781433105 ms	
127 1.7240047454834 ms	
128 1.6860961914062 ms	
129 1.6920566558838 ms	
130 1.690149307251 ms	
131 1.6899108886719 ms	
132 1.708984375 ms	
133 1.7070770263672 ms	
134 1.7049312591553 ms	
135 1.708984375 ms	
136 1.7158985137939 ms	
137 1.7130374908447 ms	
138 1.662015914917 ms	
139 1.6648769378662 ms	
140 1.6939640045166 ms	
141 1.7070770263672 ms	
142 1.6880035400391 ms	
143 1.6841888427734 ms	
144 1.6860961914062 ms	
145 1.6789436340332 ms	
146 1.7139911651611 ms	
147 1.7249584197998 ms	
148 1.708984375 ms	
149 1.6999244689941 ms	
150 1.7099380493164 ms	
**batch size 256**
****GPU Data (iter,time)****	
1 72.065114974976 ms	
2 0.13995170593262 ms	
3 0.12803077697754 ms	
4 0.12898445129395 ms	
5 0.12803077697754 ms	
6 0.15902519226074 ms	
7 0.12707710266113 ms	
8 0.12898445129395 ms	
9 0.12493133544922 ms	
10 0.12707710266113 ms	
11 0.14495849609375 ms	
12 0.12707710266113 ms	
13 0.15115737915039 ms	
14 0.13399124145508 ms	
15 0.14495849609375 ms	
16 0.13899803161621 ms	
17 0.12993812561035 ms	
18 0.13995170593262 ms	
19 0.12516975402832 ms	
20 0.12803077697754 ms	
21 0.12612342834473 ms	
22 0.12588500976562 ms	
23 0.12493133544922 ms	
24 0.12516975402832 ms	
25 0.14901161193848 ms	
26 0.12588500976562 ms	
27 0.12397766113281 ms	
28 0.14710426330566 ms	
29 0.12588500976562 ms	
30 0.1220703125 ms	
31 0.12397766113281 ms	
32 0.12493133544922 ms	
33 0.12302398681641 ms	
34 0.12898445129395 ms	
35 0.14185905456543 ms	
36 0.12707710266113 ms	
37 0.1220703125 ms	
38 0.1220703125 ms	
39 0.1220703125 ms	
40 0.1220703125 ms	
41 0.1368522644043 ms	
42 0.13113021850586 ms	
43 0.13184547424316 ms	
44 0.12111663818359 ms	
45 0.1220703125 ms	
46 0.11992454528809 ms	
47 0.1220703125 ms	
48 0.1220703125 ms	
49 0.12493133544922 ms	
50 0.12087821960449 ms	
51 0.12087821960449 ms	
52 0.11992454528809 ms	
53 0.12397766113281 ms	
54 0.12087821960449 ms	
55 0.12588500976562 ms	
56 0.12898445129395 ms	
57 0.12302398681641 ms	
58 0.12087821960449 ms	
59 0.12087821960449 ms	
60 0.1220703125 ms	
61 0.1220703125 ms	
62 0.12397766113281 ms	
63 0.12302398681641 ms	
64 0.12016296386719 ms	
65 0.12111663818359 ms	
66 0.1218318939209 ms	
67 0.11992454528809 ms	
68 0.12302398681641 ms	
69 0.12302398681641 ms	
70 0.12302398681641 ms	
71 0.14090538024902 ms	
72 0.12803077697754 ms	
73 0.13589859008789 ms	
74 0.12111663818359 ms	
75 0.12397766113281 ms	
76 0.1220703125 ms	
77 0.1218318939209 ms	
78 0.63896179199219 ms	
79 2.3140907287598 ms	
80 2.3660659790039 ms	
81 2.3009777069092 ms	
82 2.5198459625244 ms	
83 2.3810863494873 ms	
84 2.4340152740479 ms	
85 2.4042129516602 ms	
86 2.6881694793701 ms	
87 2.4168491363525 ms	
88 2.4080276489258 ms	
89 2.2909641265869 ms	
90 2.3910999298096 ms	
91 2.331018447876 ms	
92 2.3598670959473 ms	
93 2.35915184021 ms	
94 2.3798942565918 ms	
95 2.3021697998047 ms	
96 2.4127960205078 ms	
97 2.4480819702148 ms	
98 2.4828910827637 ms	
99 2.432107925415 ms	
100 2.392053604126 ms	
101 2.3608207702637 ms	
102 2.4571418762207 ms	
103 2.2962093353271 ms	
104 2.371072769165 ms	
105 2.3491382598877 ms	
106 2.3300647735596 ms	
107 2.3441314697266 ms	
108 2.4011135101318 ms	
109 2.3829936981201 ms	
110 2.3760795593262 ms	
111 2.363920211792 ms	
112 2.3949146270752 ms	
113 2.2861957550049 ms	
114 2.3610591888428 ms	
115 2.312183380127 ms	
116 2.3870468139648 ms	
117 2.5959014892578 ms	
118 2.3429393768311 ms	
119 2.3188591003418 ms	
120 2.6259422302246 ms	
121 2.4380683898926 ms	
122 2.5699138641357 ms	
123 2.3539066314697 ms	
124 2.4230480194092 ms	
125 2.5680065155029 ms	
126 2.3791790008545 ms	
127 2.4960041046143 ms	
128 2.4888515472412 ms	
129 2.4189949035645 ms	
130 2.3210048675537 ms	
131 2.5060176849365 ms	
132 2.3090839385986 ms	
133 2.3281574249268 ms	
134 2.4018287658691 ms	
135 2.3429393768311 ms	
136 2.5489330291748 ms	
137 2.3431777954102 ms	
138 2.4411678314209 ms	
139 2.349853515625 ms	
140 2.3519992828369 ms	
141 2.7260780334473 ms	
142 2.3751258850098 ms	
143 2.5820732116699 ms	
144 2.3291110992432 ms	
145 2.5808811187744 ms	
146 2.3250579833984 ms	
147 2.4077892303467 ms	
148 2.3529529571533 ms	
149 2.3560523986816 ms	
150 2.3379325866699 ms	
**batch size 512**
****GPU Data (iter,time)****	
1 73.445081710815 ms	
2 0.13589859008789 ms	
3 0.12516975402832 ms	
4 0.15997886657715 ms	
5 0.12302398681641 ms	
6 0.12302398681641 ms	
7 0.1220703125 ms	
8 0.11897087097168 ms	
9 0.12302398681641 ms	
10 0.14591217041016 ms	
11 0.12111663818359 ms	
12 0.12803077697754 ms	
13 0.13399124145508 ms	
14 0.12111663818359 ms	
15 0.11992454528809 ms	
16 0.12087821960449 ms	
17 0.11992454528809 ms	
18 0.12016296386719 ms	
19 0.11992454528809 ms	
20 0.11897087097168 ms	
21 0.1368522644043 ms	
22 0.1220703125 ms	
23 0.11897087097168 ms	
24 0.11992454528809 ms	
25 0.12111663818359 ms	
26 0.12111663818359 ms	
27 0.11992454528809 ms	
28 0.13613700866699 ms	
29 0.12612342834473 ms	
30 0.1368522644043 ms	
31 0.12087821960449 ms	
32 0.1220703125 ms	
33 0.11992454528809 ms	
34 0.1370906829834 ms	
35 0.11992454528809 ms	
36 0.11897087097168 ms	
37 0.12087821960449 ms	
38 0.13184547424316 ms	
39 0.11897087097168 ms	
40 0.11801719665527 ms	
41 0.11920928955078 ms	
42 0.11706352233887 ms	
43 0.14495849609375 ms	
44 0.11992454528809 ms	
45 0.12111663818359 ms	
46 0.11897087097168 ms	
47 0.11920928955078 ms	
48 0.12111663818359 ms	
49 0.11897087097168 ms	
50 0.11897087097168 ms	
51 0.11610984802246 ms	
52 0.12016296386719 ms	
